,tweetids,topics,cleanedtweets
71,751127369188913152,shootingDallas2017,#Sensitive Video shows aftermath of fatal police shooting #us #miami #nyc #nj #chicago #dallas tt
72,751148330294456321,shootingDallas2017,Dallas please help me out. Withe all the shootingsame that happen elsewhere. Why didn't we make more of this....
73,751150915684413440,shootingDallas2017,: . reports on what you need to know about the Philando Castile shooting:
74,751153216318869505,shootingDallas2017,": Two police shootings, two videos, two black men dead #PhilandoCastile #AltonSterling"
75,751153255317532672,shootingDallas2017,: Rep. Cummings on police shootings: We cannot allow black men to continue to be slaughtered https:…
76,751158905384923136,shootingDallas2017,Dez Bryant and other D-FW athletes respond to police shootings of Alton Sterling... #Cowboys #CowboysNation
77,751159331442135040,shootingDallas2017,Dez Bryant &amp; other D-FW athletes react to #AltonSterling &amp; #PhilandoCastile police shootings
78,751161398323867648,shootingDallas2017,": #RatedWet Pool Party July 15th, They Will Be Shooting #HoldUp We Need All Dallas Texas Baddies To Pull Up &amp; Turn Tf Up More I…"
79,751163435463823360,shootingDallas2017,Protest downtown in Dallas for the Alton Sterling shooting at Belo Garden. It starts at 7pm.
80,751167367967678464,shootingDallas2017,New post: the recent police shootings + justice events in #Dallas. #blacklivesmatter #altonsterling #philandocastile
81,751169184013230080,shootingDallas2017,: Graphic video shows aftermath of shooting by police officer in Falcon Heights....now Minesotta
82,751172744067239936,shootingDallas2017,Rally tonight in Downtown Dallas! Come out to support ️ #AltonSterling #FalconheightsShooting #BLM
83,751178581468819456,shootingDallas2017,"will host meeting at 8 p.m. Friday to address police shootings of black men at , 7701 S. Westmoreland Road, Dallas"
84,751181336937979912,shootingDallas2017,Police have ID'd Laithon Dallas Webb as the suspect involved in Hurricane's late night officer-involved shooting.
85,751185886243459073,shootingDallas2017,: President Obama is speaking about recent police shootings. Watch live on CNN and :
86,751187582742958080,shootingDallas2017,Abacist service dallas offers onsite troubleshooting services: frOuOei
87,751188874567815169,shootingDallas2017,Shooting after Dallas Europa 2016 with #ifbbpro #figurepro #dallaseuropa2016 #europagamesexpo
88,751192599726174208,shootingDallas2017,Obama on police shootings: 'We're better than this' #DFW #Dallas #Texas
89,751197647139053568,shootingDallas2017,"Hundreds expected at downtown Dallas rally following shooting deaths of Alton Sterling, Philando Castile"
90,751200384832704512,shootingDallas2017,"A Black Cop shooting a White Man somewhere in Dallas. I swear, we would not be ready for what's to come."
91,751202432009564160,shootingDallas2017,: Corrupt FBI Vacuums Up Local Law Enforcement Documents To Block Open Records Requests About Orlando Shooting
92,751203013457354752,shootingDallas2017,: Another shooting. This is why minorities are scared of living in America.
93,751205721568534528,shootingDallas2017,Demonstrators in #Dallas Belo Garden Park regarding recent police involved shootings in Louisiana and Minnesota.
94,751206042801999872,shootingDallas2017,: LIVE on #Periscope: At the downtown Dallas protest where crowds are demonstrating against recent police shootings i… https://…
95,751206534009327616,shootingDallas2017,MORE: People in #Dallas speaking out against shooting of two black men by police
96,751208395345055744,shootingDallas2017,WATCH LIVE: Dallas protest over police shootings of black men in MN and LA. (Chopper11)
97,751208717782163456,shootingDallas2017,People continue 2 fill Belo Garden Park in #Dallas 4 rally &amp; march in response 2 shooting death of 2 blk men
98,751208842889826305,shootingDallas2017,"""No more police involved shootings!"" Several hundred people now filling Belo Park in Downtown Dallas"
99,751209844141596673,shootingDallas2017,rally underway right now in Belo Garden.. downtown Dallas. Protest against Baton Rouge and Minnesota shootings
100,751210539552911360,shootingDallas2017,"People protesting in downtown #Dallas the shootings of Black men by police. Chanting ""Enough is enough!"" Good..."
101,751212686499721216,shootingDallas2017,LIVE: Demonstrators gathered in Downtown Dallas in wake of recent officer-involved shootings
102,751215820768964608,shootingDallas2017,: Crowd at Belo Garden in #Dallas protesting the shooting deaths of #AltonSterling and #PhilandoCastile https:…
103,751216395438788608,shootingDallas2017,Protesters are starting to gather at Belo Park in #Dallas because of the recent #policeshootings.
104,751218526023589889,shootingDallas2017,Protests in Dallas Over Deadly Police Shootings - NBC 5 Dallas-Fort Worth
105,751221844167036928,shootingDallas2017,Dallas next week &amp; The week after I'm shooting to H-Town
106,751222544200404996,shootingDallas2017,WATCH LIVE: Protests in Dallas Over Police Shootings
107,751223626989445120,shootingDallas2017,View frm #Chopper5 in #Dallas at the demonstration re: recent police involved shootings. #NBCDFWNow
108,751224623312740352,shootingDallas2017,: Protesters are starting to march through the streets of #Dallas. #PoliceShooting #NBCDFWNow
109,751225761839738880,shootingDallas2017,Police shooting rallies spread nationside. Dallas: Atlanta: DC:
110,751227611922046976,shootingDallas2017,: The crowd of protestors seems to be growing as they march through #Dallas. #PoliceShooting… #BernieStrong
111,751228178387963905,shootingDallas2017,Was there a police shooting in Dallas??
112,751228310621810688,shootingDallas2017,"Shootings in Baton Rouge and Minnesota and even the people in Dallas are rioting. People in Washington, D.C. are marching. Wow."
113,751228384030654464,shootingDallas2017,HAPPENING NOW: Hundreds protest recent deadly police shootings in dwntown Dallas WATCH LIVE:
114,751228495263567876,shootingDallas2017,"The softer side of our ambassador Dez Bryant shooting a video called ""Cowboys and Puppies"". Photo Credit: Dallas..."
115,751228802768859140,shootingDallas2017,shootings were not in Dallas. That's what your pst makes it sound like.
116,751230314450554880,shootingDallas2017,Been watching my friend Broadcast Live from downtown Dallas Protesting against Police shootings. She's great.
117,751230841544519680,shootingDallas2017,your post makes it sound as if the shootings were in downtown Dallas.
118,751234114838155265,shootingDallas2017,LIVE on #Periscope: dallas shooting!
119,751234119409995776,shootingDallas2017,"Major protest after this week shootings. Dallas, Atlanta, NYC and D.C."
120,751234162938355712,shootingDallas2017,"Numerous demonstrations in big cities over police shootings including DC, NYC, Dallas. Live coverage #SiriusXM 115"
121,751234439674359808,shootingDallas2017,"#Dallas, Downtown Dallas huge protest coming down Commerce Street. Is interrupt by potential shooting!!!!!!"
122,751234469433004032,shootingDallas2017,Wtf I just heard gun shots in Dallas by the Omni. It better not be another shooting
123,751234479398670336,shootingDallas2017,Protest appears to be getting a little wild in Dallas right now. Lots of police. General chaos. #policeshootings
124,751234523300564992,shootingDallas2017,"So sad...way too many shootings, especially in Dallas :("
125,751234620046254080,shootingDallas2017,please pray for our fallen officers in Dallas #policeshootings
126,751234622814576640,shootingDallas2017,Oh shit Dallas is shooting.... Fox just showed 3 cops laying on the ground not moving
127,751234679408242688,shootingDallas2017,Oh shit I just read they are shooting at the #protest in #Dallas
128,751234716003512320,shootingDallas2017,Shooting reported in the protest in downtown Dallas. Chaotic scene right now.
129,751234815706488832,shootingDallas2017,Shooting during the Dallas protests. Multiple cops laying on the ground.
130,751234861650894850,shootingDallas2017,#BREAKINGNEWS: Gun shots ring out during Dallas protest against fatal-police shootings
131,751234928373891072,shootingDallas2017,: BREAKING: Officers down after shooting in #Dallas.
132,751234932635111425,shootingDallas2017,Some White people was shooting at #dallas protester for the #BlackLivesMatter rally
133,751234950481874944,shootingDallas2017,"Shooting in Dallas. Watching a live feed, multiple police officers down. Working to find out more info."
134,751234959428378625,shootingDallas2017,"BREAKING NEWS Shooting in Dallas, it may have been an officer. Please pray for peace."
135,751234984623501312,shootingDallas2017,Lord now they’re shooting in Dallas. My mom called me and she’s freaking out
136,751234988650041344,shootingDallas2017,: BROOOO THEY SHOOTING POLICE DOWNTOWN IN DALLAS
137,751235016651337728,shootingDallas2017,Shooting riots have started in Dallas already. They're shooting at cops now
138,751235015577509888,shootingDallas2017,: Y'all shooting at the protest in Dallas PLEASE STAY SAFE
139,751235015057473536,shootingDallas2017,"Potential police involved shooting in Dallas Texas, possible dead police officer and civilians"
140,751235095659294720,shootingDallas2017,Now someone killed a cop at a rally in Dallas. What the fuck? #policeshootings
141,751235130753060864,shootingDallas2017,"They are shooting cops in Dallas,Texas. This is happening during a Dallas protest."
142,751235132334362625,shootingDallas2017,#Breaking #Dallas Shooting in process..
143,751235146074955776,shootingDallas2017,Now a Dallas policemen is shot. #ThanksObama for making him a target Arsehole! #policeshootings
144,751235183173480452,shootingDallas2017,#shooting of Dallas Police tonight. This is the Obama America. Hope and change my ass . It's divide and distrust
145,751235224634204160,shootingDallas2017,And protesters start shooting in downtown Dallas. When is this stupidity ever going to stop?
146,751235243013582849,shootingDallas2017,A riot in Dallas people are shooting cops????? What's going on
147,751235248092962818,shootingDallas2017,It looks like there is a shooter or shooters in Dallas..Shooting at the cops. Not certain. That's what it looks like.
148,751235285925572608,shootingDallas2017,Omg they're shooting at these officers in Dallas right now
149,751235297787064320,shootingDallas2017,just witnessed the Dallas police shooting... #PrayforAmerica
150,751235321010987008,shootingDallas2017,"live shot during protests in Dallas shows chaos, bodies down, unresponsive #BREAKING #policeshootings"
151,751235347535781888,shootingDallas2017,: Just watched a shooting live on fox in #Dallas
152,751235353273589760,shootingDallas2017,BREAKING: Officer reportedly shot during downtown Dallas march over police shooting of black men in MN and LA.-KRLD
153,751235374563807232,shootingDallas2017,Gunshots fired in downtown Dallas rally to protest recent police shootings.
154,751235394193149952,shootingDallas2017,Praying for everyone involved in the shooting in Downtown Dallas... This is insane. #PrayForDallas
155,751235402128695297,shootingDallas2017,If you aren't watching FOX news...... There is a live shooting in Dallas right now at the protest
156,751235426317373440,shootingDallas2017,Protest shootings in #Dallas. Looking at raw feeds. Naked eye at least three cops shot.
157,751235429412671489,shootingDallas2017,What's going on in Dallas bro!? They shooting at the protest
158,751235441882312704,shootingDallas2017,: Possible cop down in Dallas #KellyFile #policeshootings
159,751235441488236544,shootingDallas2017,: Protesters shooting cops in Dallas. Chaos breaking loose.
160,751235447502897152,shootingDallas2017,Shooting innocent cops that had nothing to do with the shootings is ridiculous. Punks can't even protest peacefully. #Dallas
161,751235467945795584,shootingDallas2017,Protests of police shootings in downtown Dallas via
162,751235512585687041,shootingDallas2017,"Watching Fox , It Looks Like a Cop Has Shot IN Dallas Duting Protests Over Shooting. #ATS"
163,751235518088687617,shootingDallas2017,Yoanyone else watching the news. People were protesting about the 2 black shootings in dallas and there are cops on the ground LIVE and shit
164,751235525567209473,shootingDallas2017,: Protestors are just shooting cops in Dallas....
165,751235570563776513,shootingDallas2017,Much police activity in #Dallas as shown live on during #PoliceShooting protest.
166,751235577652006912,shootingDallas2017,: They shooting at the police in Dallas at the protest
167,751235621302050816,shootingDallas2017,"There's shooting at the #Dallas demonstration. If you know people there, check on them. Tell them to get to safety"
168,751235633855680512,shootingDallas2017,Shooting at the protest in Dallas. I'm really not surprised. Are you?
169,751235651262095360,shootingDallas2017,GTA VI RT : Ppl shooting down police in Dallas on live tv
170,751235700796764160,shootingDallas2017,OFFICERS DOWN!! SHOOTING AT DALLAS BLACK LIVES MATTER PROTEST!! via
171,751235728768589824,shootingDallas2017,Shootings in downtown Dallas be safe. 2 cops got shot at a protest
172,751235731427762180,shootingDallas2017,": PEOPLE ARE SHOOTING, STAY SAFE HERE IN DOWNTOWN DALLAS"
173,751235751115841536,shootingDallas2017,"BREAKING: At least three officers down after shooting in downtown Dallas, Texas. - FOX News showed bodies live."
174,751235761723224064,shootingDallas2017,"Folks, you cannot just start shooting random cops (PEOPLE)! That is NOT the answer. You're ruining the cause. Jesus… #Dallas #Breaking"
175,751235766752190464,shootingDallas2017,Pretty sure the Dallas cop on the ground didn't kill anyone in MN last night #policeshootings
176,751235779561652228,shootingDallas2017,"""People lying on the ground"" my ass, report it these are thugs in Dallas shooting officers."
177,751235795348926464,shootingDallas2017,omg these shootings in dallas everyone pray. #PrayForTheWorld
178,751235795713921024,shootingDallas2017,Reports that shots fired in #Dallas and possible officer down and not moving. Way to reinforce perceptions. #policeshootings
179,751235798226264068,shootingDallas2017,Omg now our city. Cops on the ground in downtown Dallas... #dallasshooting
180,751235801707520001,shootingDallas2017,It looks like cops are down in Dallas. Let me be very clear: the media amplified the shootings. They wanted more uproar to erupt.
181,751235807193686016,shootingDallas2017,THREE ACTIVE SHOOTINGS AT THE #BlackLivesMatter RALLY IN DALLAS! STAY OUT OF DOWNTOWN!! I'm safe.
182,751235846158811137,shootingDallas2017,This Dallas protest shooting is just wow… What is going on with the world?! It’s literally falling apart at the seams.
183,751235864903114752,shootingDallas2017,Looks like cops may be down in Dallas during Black Lives Matter protest. #policeshootings
184,751235882976288768,shootingDallas2017,watch the person that was shooting get shot and then what's going to happen is the same thing happening right now in Dallas
185,751235899988541441,shootingDallas2017,"Major protests happening now in Dallas , NYC,LA and Minnesota related to Louisiana and Minnesota shootings.Potential cop shot in Dallas.SOS"
186,751235899069988864,shootingDallas2017,Satans servants are shooting Dallas Law Enforcement . This is America now. This is evidence that some human beings are not domesticated!!!!
187,751235913070415873,shootingDallas2017,FOX just reported that shots were fired at a protest in Dallas for the fatal police shootings.
188,751235918405795840,shootingDallas2017,"BREAKING: Shots fired, bodies on ground at #Dallas police shooting #protest."
189,751235920901181441,shootingDallas2017,shooting dallas police dont make them want to not shoot you!!!!
190,751235924193718276,shootingDallas2017,"Oh no, major shooting in Dallas right now. They are saying an officer is down"
191,751235924252499969,shootingDallas2017,REPORT THE SHOOTING AT DALLAS ASSHOLES ITS YOUR FAULT THOSE COPS ARE MOST LIKELY DEAF
192,751235925267533824,shootingDallas2017,Shooting multiple cops isn't helping whatever cause you're marching for. #Dallas
193,751235930099515392,shootingDallas2017,Re: Dallas #police down..police in #Dallas have nothing2 do w/what cops did in #LA or #MN. Can't go around shooting cops! #PrayforAmerica
194,751235934683697152,shootingDallas2017,", concentrate on the shooting going on in Dallas RIGHT NOW"
195,751235960923361284,shootingDallas2017,BREAKING: in Dallas reporting shots fired at a protest downtown related to the officer-involved shootings in LA/MN
196,751235973703282688,shootingDallas2017,There's a shooting in downtown Dallas and I'm in Dallas right now I'm shaking this is my third day in America
197,751235979839549440,shootingDallas2017,Having a bowl for my neighbors in Dallas. Just heard another shot. Prayers for Dallas shooting.
198,751235985632071680,shootingDallas2017,COPS FIRED ON IN DALLAS #PoliceShooting #BatonRouge #MinnesotaShooting .
199,751236010781057024,shootingDallas2017,Here we go. Fox Live has a shooting at a protest going on in Dallas. Two cops seem to be down.
200,751236013146669057,shootingDallas2017,Protestors shooting and killing police officers in Dallas is not going to solve the problem. This is insane.
201,751236022764199940,shootingDallas2017,Shooting at police during these protests is going to solve the issue! Brilliant idea! #Dallas
202,751236047447678976,shootingDallas2017,I was on the side of victim in cop shooting but DALLAS COP SHOOTING is wrong &amp; blk ppl need 2 recognize they r not helping cause
203,751236049188188160,shootingDallas2017,"BREAKING: Officer down in Dallas, reporting it sounded like an assault rifle. Shooting happened during protest"
204,751236051180531712,shootingDallas2017,praying for dallas. i hate how shootings have become a daily activity
205,751236074408521728,shootingDallas2017,Dallas protest over cop shootings #ATS
206,751236076958736385,shootingDallas2017,There was a shooting at the PEACEFUL PROTEST in Downtown Dallas tonight.
207,751236079525572608,shootingDallas2017,yes a shooting in Dallas cops down
208,751236106943737856,shootingDallas2017,2 cops shot in Dallas. Hope my uncle is not working tonight. Ridiculous. #DallasShooting
209,751236108889894912,shootingDallas2017,"#BREAKING Shots fired at Dallas protest over recent police involved shootings in in Baton Rouge, Louisiana, the other in Minnesota."
210,751236111406694400,shootingDallas2017,"So people riot to protest cop shootings, and shoot cops in the process, thinking it'll help solve the problem. What the fuck. #Dallas"
211,751236135632773120,shootingDallas2017,"At the bank of America in Dallas,Texas... there is a sniper who is shooting police officers from the building. Damn. It's live on Fox News."
212,751236147854974978,shootingDallas2017,"Having dinner in downtown Dallas and there's cops everywhere cause I shooting just happened, no biggie"
213,751236151051116544,shootingDallas2017,Shots fired in Dallas! Something very scary is happening. Unrest at protest over shootings of two black men by white cops. This is terrible!
214,751236190255263744,shootingDallas2017,SHOOTING DOWNTOWN DALLAS SOMEONE WITH A RIFLE WTFFFFF MANNNNN FUCKKKK
215,751236248484753415,shootingDallas2017,Downtown Dallas shootout armed man; tact gear shooting at police #dallasshooting
216,751236254541295618,shootingDallas2017,Now we got people shooting cops in Dallas. #ClockIsTicking #2A
217,751236265949835265,shootingDallas2017,when calls you to check if you're home and safe because a shooting in Dallas everybody needs friends like this !
218,751236278054629377,shootingDallas2017,People are shooting at police in Dallas ON LIVE TV...I understand the anger but that's really not solving anything.
219,751236339681505280,shootingDallas2017,"WOW i cant believe my eyes rn. Yall need to tune into the "" fox news channel"" they are shooting cops in DALLAS !! It LOOKS HORRIBLE"
220,751236345100509184,shootingDallas2017,. reporting someone has a rifle and is shooting at cops in Downtown Dallas.
221,751236357075431424,shootingDallas2017,LIVE: Active shooting situation in Dallas BLM protest. Person has a rifle and is shooting cops.
222,751236377879146496,shootingDallas2017,Former Dallas reporter says this is downtown Dallas area Griffin street. #DallasProtestShootings
223,751236392265523205,shootingDallas2017,Another shooting by a cop! This time in Dallas at a peaceful protest!!!!! #BlackLivesMatterToo
224,751236398280310793,shootingDallas2017,KDFW Dallas reporting shots fired at police during BLM protest;person with rifle shooting at police.
225,751236397835530240,shootingDallas2017,So people just start shooting at cops in Dallas because they are tried of police violence.... 🤔🤔🤔
226,751236429359951872,shootingDallas2017,Someone has a riffle in Dallas and is shooting cops/people?!?!?!?!? Lord have mercy
227,751236433940090880,shootingDallas2017,Bro I know Dallas people not out there really shooting police omg they T'd up
228,751236440579649539,shootingDallas2017,News saying there was a shooting in Dallas at a protest. Guns everywhere. Be safe y'all!!
229,751236458065768450,shootingDallas2017,Someone is running thru downtown Dallas with Rifle shooting. This is not going to help people!
230,751236469084356608,shootingDallas2017,"BREAKING: Shots fired at protesters in Dallas, who were demonstrating against the recent shootings of two black men in LA and MN"
231,751236518199435265,shootingDallas2017,ROTEST IN DOWNTOWN DALLAS OVER POLICE BRUTALITY LEADS TO POLICE SHOOTING...HOW DOES THAT HAPPEN?!?!
232,751236528974733313,shootingDallas2017,It sounds like someone is shooting at Dallas PD with a riffle..God help us come together!
233,751236529108840449,shootingDallas2017,sorry man don't know you just wish everyone would not judge till all facts. Looks like police shooting in Dallas what a mess
234,751236527489888256,shootingDallas2017,"Y'all shooting officers in Dallas, fuck is wrong with people"
235,751236535194820608,shootingDallas2017,Shootings in Dallas during the protest against the recent killings...damn..
236,751236545693102080,shootingDallas2017,They shooting at the police in downtown Dallas at a protest stay safe out there this what they want!
237,751236550101463040,shootingDallas2017,"#Breaking Protests tonight over police shootings. In Dallas, several officers were shot."
238,751236555432353793,shootingDallas2017,"search dallas shooting on here bro, the news talking about it now."
239,751236567843299328,shootingDallas2017,: Dallas why are yall shooting at the protest
240,751236570108219393,shootingDallas2017,Shots fired. Someone with a rifle at protest in #Dallas re: police shootings. Making me sick. #FoxNews #KellyFile
241,751236570779451392,shootingDallas2017,Protesters in Dallas shooting at cops.. That's really gonna prove your point!!Fucking retards
242,751236574130515968,shootingDallas2017,Reports of at least 3 cops shot by sniper fire. #policeshootings
243,751236579268505600,shootingDallas2017,Someone has a rifle shooting at the downtown dallas rally cuz man what the fuck.
244,751236589796282368,shootingDallas2017,Somebody shooting at the Black lives matters protest in Dallas fox news Hannity
245,751236588542328836,shootingDallas2017,Now shots fired in Dallas. That's fantastic. More shooting. That will solve everything.
246,751236596049948672,shootingDallas2017,Damn a person with a rifle shooting random people Griffin and Main at the #Dallas #Protest Shooting happend on Lamar and Main
247,751236610369392644,shootingDallas2017,Please let those shots have not hit an officer. Dallas didn't have a questionable shooting last night.
248,751236611334139904,shootingDallas2017,Obama started his rhetoric on TV again abt Blk shootings &amp; now BLM disrupting Dallas &amp; NY when they dont know what happened
249,751236620473528320,shootingDallas2017,Some shooting at Dallas with rifle.
