,tweetids,topics,cleanedtweets
75,1040185333181280256,hurricaneFlorence2018,Offering up prayers for all the people in the path of this monstrous hurricane
76,1040188762511351808,hurricaneFlorence2018,"The calm before the storm in beautiful Oak Island, NC #HurricaneFlorence"
77,1040200553014415365,hurricaneFlorence2018,High storm surge expected as #Florence moves closer to the NC/SC coastlines. Heavy rain along with tropical storm force winds expected in the #clt metro as well. #ncwx #scwx #cltwx
78,1040205012117479424,hurricaneFlorence2018,5AM UPDATE pushes Florence northward. This Cat 2 hurricane has 110 mph winds & is moving NW at 15 mph. Tropical Storm Force winds are possible in South GA as early as Friday. #gawx
79,1040206555675848704,hurricaneFlorence2018,"Time to turn up the intensity and keep speaking to Hurricane Florence to keep disapating. Whatever things you pray when you pray and believe, it shall come to pass so be bold and rebuke those storms in Jesus name."
80,1040211156722483202,hurricaneFlorence2018,Very quiet this morning in downtown Wilmington ahead of the arrival of #HurricaneFlorence2018
81,1040216291603369984,hurricaneFlorence2018,Our mets have you covered #FirstWarn3 GO FOLLOW and for updates on #hurricaneflorence
82,1040219490578063367,hurricaneFlorence2018,"I feel so comforted with a hurricane coming our way knowing this whiny baby is in charge. Sure, 3,000 people died but more importantly, people are being mean to him! ?"
83,1040223570721427456,hurricaneFlorence2018,"The scene at the waterfront park in New Bern, North Carolina as winds and light rain pick up ahead of #Florence"
84,1040225229417660416,hurricaneFlorence2018,Yeah your response to hurricane Maria in ?? Puerto Rico!!#failure #WorstPresidentEver
85,1040230755530625024,hurricaneFlorence2018,#TuneIn to with #MikeandtheMayor & right now to discuss #FlorenceNC prep on #HurricaneFlorence #CltNews #BePrepared #Florence RT
86,1040233872028565504,hurricaneFlorence2018,We?ve met with MANY families of people who died in the aftermath of Maria. We surveyed 112 funeral homes across PR. We sued for records that highlighted hurricane deaths the government hasn?t recognized. All evidence suggests there were thousands of deaths /3
87,1040235180483653633,hurricaneFlorence2018,"We will remain closed today (Thursday, September 13) in anticipation of the impact of Hurricane Florence. We are in line with the local school systems, colleges, and similar businesses in?"
88,1040239434581585921,hurricaneFlorence2018,"For y?all who don?t know, I reside in North Carolina! Pray for us as we Brace through #HurricanceFlorence"
89,1040241791855984645,hurricaneFlorence2018,I left my raincoat at a friend?s house. Before a HURRICANE. ? #fail
90,1040243491526332416,hurricaneFlorence2018,?Extended outages for longer than folks here are used to seeing.? to Iredell leaders on what may be expected in this area. Possibly ?1-3 million outages across Carolinas.?
91,1040256143724044289,hurricaneFlorence2018,We?re unsure if anyone is actually on this boat. #hurricaneflorence
92,1040256794642313216,hurricaneFlorence2018,We see y?all comin in here. Tryin to help. Before hell turns loose. It?s brave stuff??? #FL #GA #AL #TX #CajunNavy #Canada #MS #TN #NYPD #NYFD #MI #OK #Ak #MO #KY #HurricaneFlorence2018
93,1040257979256320000,hurricaneFlorence2018,work let us go early yesterday and we?re staying out until hurricane florence passes catch me lookin like this for 4-5 days
94,1040259399808430080,hurricaneFlorence2018,"Lord, thank You for another day. Thank You for Your grace & new mercies. Thank You for being so amazing. Lord, I trust the process. Please keep everyone safe during the hurricane. IJN. Amen."
95,1040261447861903360,hurricaneFlorence2018,Visitors come in many forms. We at are proud to welcome all first responders & utility workers stationed in #Raleigh throughout #HurricaneFlorence. ?? for your service.
96,1040266437384982528,hurricaneFlorence2018,Those of you in the storm track of Hurricane Florence please be safe and if you are on the coast do not ride this out. Do the smart thing and take a mini vacation! Myself and are based in NC. Wishing you all the best through this storm. #HurricaneFlorence2018
97,1040268018733985792,hurricaneFlorence2018,"Kudos to Pembroke Waste Collections, they never fail, even in the threat of a hurricane. Thanks to the workers and drivers. #pembrokewasteneverfail"
98,1040272625749188610,hurricaneFlorence2018,"reporters reporting from inside the storms #why #alsowehavedronesnow #hurricaneflorence #oncattime Duke Park, Durham"
99,1040273804524707840,hurricaneFlorence2018,Last minute hurricane essentials Nothing Bundt Cakes
100,1040276401243533313,hurricaneFlorence2018,"Don?t spread #fakenews, here?s how regarding #HurricaneFlorence"
101,1040281142467944449,hurricaneFlorence2018,So the damage of Hurricane Florence begins. ?
102,1040282173125865472,hurricaneFlorence2018,LIVE at 2:30p South Carolina Gov. Henry McMaster media briefing on Hurricane #Florence and its expected impact on S.C. WATCH on stations or here: LISTEN on stations MORE INFO #scwx #scnews
103,1040283393966198784,hurricaneFlorence2018,"NOTHING beats #weatherchannel, after days on the #HurricaneFlorence2018 hype train, bitterly reporting the storm has been downgraded a category. ""Yeah, well, it'll still be a cat 4 in some places, so technically it's *more* dangerous now,"" the weather person said, snottily."
104,1040286568215392257,hurricaneFlorence2018,Anybody release a sick WOD for hurricane Florence? #crossfit #HurricaneFlorence2018
105,1040289897716830208,hurricaneFlorence2018,"The state of our politics in 2018: with a massive hurricane bearing down on the NC, one candidate for Congress pauses his campaign ? and the other uses the opportunity to buy attack ads On the Weather Channel I'll let you guess who did what..."
106,1040291186945261568,hurricaneFlorence2018,"She lives in Wilmington, not Carolina Beach. There is a big difference. Staying in home on high ground is as safe as relocating further inland. Basically all of eastern half of NC, and possibly cent. and west. NC will be dealing with massive flooding. Shelter in place reasonable"
107,1040292217175400448,hurricaneFlorence2018,"There?s a difference between ?rain or shine? and a fucking MASSIVE hurricane. The last update for Charlotte that I saw this morning was still calling for 6-15 in. of rain causing flooding, + isolated tornadoes, & wind causing downed trees & power lines all weekend. #MYTCharlotte"
108,1040293480696897537,hurricaneFlorence2018,"Coastal areas like this in Wilmington, NC could see storm surges of up to 3 feet. Other areas as high as 9 feet from #HurricaneFlorence #cbcnews"
109,1040299057028255744,hurricaneFlorence2018,"Right now the Lumber River is pretty tranquil as it crosses under the bridge on US76 just outside of Nichols, SC. For those unaware of the catastrophe that happened here, in 2016 the entire town was flooded after heavy rainfall from Hurricane Matthew. #scwx #HurricaneFlorence"
110,1040302132459696128,hurricaneFlorence2018,"At 1:13 PM EDT, Fort Macon [Carteret Co, NC] PUBLIC reports HURRICANE. 70 MPH MAXIMUM WIND GUST AT FORT MACON SO FAR."
111,1040303418710081543,hurricaneFlorence2018,"Right Now: waiting on , , , and other state agencies to give a #HurricaneFlorence update. Stay tuned on"
112,1040307154442444800,hurricaneFlorence2018,Absolutely loving that half the hurricane coverage I'm seeing today is about which bojangles and waffle houses are still open
113,1040308057971064833,hurricaneFlorence2018,The other side of the story ? some Stu because they have to... these people stay because they want to. A #hurricane party as #Florence approaches. #HurricaneFlorence
114,1040311780625600512,hurricaneFlorence2018,We found Robert and his buddies by the closed bridge between Wilmington and Wrightsville Beach...they think this is a solid time for an afternoon bike ride (it started pouring right after we cut) #HurricaneFlorence #1010WINS
115,1040314413335699459,hurricaneFlorence2018,"#tbt This time last month #justinstalled #newbuild #hurricaneflorence #besafe ??? Figure Eight Island, NC"
116,1040326575806394368,hurricaneFlorence2018,"Sandbags stacked, deck furniture secured, liquor cabinet stocked...and now we wait. #HurricaneFlorence2018"
117,1040328117288620033,hurricaneFlorence2018,My mom is making us clean the house for Hurricane Florence to mess it up
118,1040330667651940357,hurricaneFlorence2018,The probable path of hurricane Florence is projected to now go over Charlotte. Think I?ll still work the patio Friday night?
119,1040331928300339205,hurricaneFlorence2018,Utility workers from Florida are staging at Bojangles Coliseum as #HurricaneFlorence closes in on the Carolinas. Head over to WCCB?s website for full coverage on #Florence. #cltnews?
120,1040334471072043010,hurricaneFlorence2018,"Hoof Beat Farm in conjunction other local resources is offering storm removal services following Hurricane Florence to Hillsborough and Orange County. Storm removal is comprised of cutting, hauling, and debris mitigation, when safe, following a storm. Contact 919-201-5347."
121,1040335448621633536,hurricaneFlorence2018,#Florence has arrived in the northern Outer Banks. Rough surf and intensifying winds #OBX
122,1040336310903492609,hurricaneFlorence2018,"Loaded my guns,showered, shaved my legs, stockpiled 75 gallons of water to flush the toilet, downloaded half of Netflix and organized the snacks by caloric value. Bring it on #HurricaneFlorence"
123,1040337443629752320,hurricaneFlorence2018,Here?s a look at the current conditions along the Cape Fear River in downtown Wilmington during #HurricaneFlorence
124,1040340373434978305,hurricaneFlorence2018,"- #hurricane #florence is less than 24 hours away from making landfall on the Southeast coast( #baldheadisland - #northcarolina )with catastrophic impacts, from damaging winds to flash?"
125,1040343136248180738,hurricaneFlorence2018,Current satellite view of Hurricane Florence. Just a few hours away from landfall! #HurricanceFlorence #Florence
126,1040344949282234368,hurricaneFlorence2018,"Hurricane Florence live from Outer Banks, NC via"
127,1040345766919905281,hurricaneFlorence2018,Jacksonville NC Thu Sep 13th PM Forecast: TONIGHT Hurricane Conditions FRIDAY Hurricane Conditions Hi 81
128,1040349050275540993,hurricaneFlorence2018,What really sucks about this hurricane is not being able to work out. My gym has been closed since yesterday ??
129,1040351677814112256,hurricaneFlorence2018,??????read this stay out that water FAM #HurricaneFlorence2018
130,1040356894085402624,hurricaneFlorence2018,This hurricane needs to come on and go so my nerves will staaaaaahppp being shot all over the place ?? & I hope everyone remains safe!! We got this y?all!!! ?? #HurricaneFlorence2018
131,1040360228036915201,hurricaneFlorence2018,"Got my snacks ready. Now on to the annual search of my flash lights, extra batteries, and radio.... #hurricaneflorence #prep Charlotte, North Carolina"
132,1040360701586489344,hurricaneFlorence2018,#HurricaneFlorenceResources live feeds all in one place #HurricaneFlorence #FlorenceNC
133,1040361580083531776,hurricaneFlorence2018,Everyone please be careful thru this hurricane.
134,1040366413490343937,hurricaneFlorence2018,I am hurricane ready! #HURRICANEFLORANCE #VanderpumpRose .
135,1040367306247942149,hurricaneFlorence2018,hurricane #Florence #hurricaneflorence #hurricaneflorence2018 #kurebeach #NorthCarolinaStrong #atlanticocean #severeweather #weather #wind #showers #storm #rain #beach #waves #ocean #surf #saltlife #naturephotography
136,1040371051706953728,hurricaneFlorence2018,Dylan Dreyer flies above Hurricane Florence with storm tracking team via
137,1040375453478014977,hurricaneFlorence2018,"Sea-level rise raises the baseline onto which a storm surge is added, increasing the coastal flooding of any storm. More generally, climate change affects the atmosphere and global meteorology so that severe storms are more likely."
138,1040376619234467840,hurricaneFlorence2018,Wow users who have accounts suspended living in the path of a hurricane can't contact family or mark themselves safe.
139,1040378394142289920,hurricaneFlorence2018,Everyone right now #HurricaneFlorence2018 #HurricanceFlorence
140,1040380610559336455,hurricaneFlorence2018,Everyone please be safe during #HurricanefFlorence. #GeneralJacksonsinc #Fayetteville #FortBragg #YadkinRD
141,1040383549613006848,hurricaneFlorence2018,"Wow! Here is a before and after picture of New Bern, NC from just today! #HurricaneFlorence Left pic was this morning, right pic is tonight. (Graphic Courtesy The Weather Channel)"
142,1040392189937963009,hurricaneFlorence2018,Florence playlist: -Hurricane by -Hurricane by -Hurricane by -Hurricane by
143,1040398915655421953,hurricaneFlorence2018,Positive thoughts going out to #StayStong #HurricaneFlorerence
144,1040402246498963456,hurricaneFlorence2018,"Stuck in a hurricane with limited food,limited water, but lots of ?"
145,1040403432945856512,hurricaneFlorence2018,"Brad, is that 15-24 inches and flooding in flood plains or all over?! Should I get in the car and leave now!?"
146,1040404509825134592,hurricaneFlorence2018,We had to limit it to just 17... #PrayforFay #hurricaneflorence #HurricaneFlorence2018
147,1040410490185416707,hurricaneFlorence2018,"Strong winds from #Hurricane #Florence blowing a photographer around on the beach in Top Sail Island, #NorthCarolina. #ncwx"
148,1040416060581851142,hurricaneFlorence2018,Proud of my company who immediately provided support to the to help the states affected prepare. Please consider donating by sending a text to REDCROSS at 90999 to give $10 to American Red Cross Disaster Relief for #HurricaneFlorence
149,1040416997098573824,hurricaneFlorence2018,Hurricane Prep: ?charged ? ?? in cooler ? in pitchers ?moved in from outside ?? ?on the ? Now just wait & see.
150,1040436979664662528,hurricaneFlorence2018,"If #HurricaneFlorence turns the lights out on you, let know by reporting your outage. You can report an outage by texting OUT to 57801 or by calling 1-800-POWERON. You can also report online at . Stay safe!"
151,1040438052462714880,hurricaneFlorence2018,Running ?s live shot tonight at for #HurricaneFlorence coverage #StormTrack2
152,1040446418408878080,hurricaneFlorence2018,"Everyone is having hurricane parties in NC, meanwhile I gotta work to feed #elon college kids bright and early tomorrow #HurricaneFlorence"
153,1040454103237910528,hurricaneFlorence2018,"Another view of Hurricane Florence, now a Category 1 storm, as the eye approaches land. #HurricaneFlorence #NCwx #ILwx #IAwx #MOwx"
154,1040457177553674240,hurricaneFlorence2018,All....my niece is in a STEM plus art program at her elem school & FaceTimed me today to ask if I could document the hurricane w her for her program. I was googly-eyed for the opportunity. The opportunity for her to learn this as an 8 yo & for me to assist. Pure joy.
155,1040469992549109760,hurricaneFlorence2018,Also if anyone left their pet during this hurricane just know there is a room for you on the third floor of Hell right next to the room where animal abusers are. Just thought you could use some directions after karma comes for you.
156,1040472978788687872,hurricaneFlorence2018,"From the unofficial Hurricane Florence reporter of I think Florence got pissed about my JG reference. There's no power, winds are brutal, and the rain is relentlessness. The fortress is still intact and reports will continue"
157,1040476798289698816,hurricaneFlorence2018,"These are homes with memories, where people fell in love, children got to play. Praying this ends soon. The later it gets the more scared we are. :(. #HurricaneFlorerence #HurricaneFlorenceNC"
158,1040481420853039104,hurricaneFlorence2018,Water rescues in tonight and water is expected to be about 2 ft over what it was with Hurricane #Irene.
159,1040511152172744704,hurricaneFlorence2018,It's going to be a quiet day at . At least half the flights scheduled for today have been canceled because of Hurricane #Florence. Watch our continuous coverage on here: #wral
160,1040528979478937601,hurricaneFlorence2018,"5am: - Max winds 90mph - Movement is WNW at 6 MPH - No track changes of note - A Tropical Storm Warning, a Hurricane Watch, and a Storm Surge Watch are in effect"
161,1040532668293820417,hurricaneFlorence2018,"We are in the western eyewall right now !! Hurricane #Florence at Wrightsville Beach, North Carolina."
162,1040543608271773697,hurricaneFlorence2018,? Hurricane Florence is lashing the Carolinas as it prepares to make landfall. Follow LIVE updates here: and are tracking the storm NOW on Channel 2 Action News This Morning. #StormWatchOn2
163,1040553077508632576,hurricaneFlorence2018,"#Florence: it?s calm, the eye made landfall! #HurricaneFlorence #NorthCarolina"
164,1040554570139791362,hurricaneFlorence2018,"TRUMP TALES: As the American people brace for what will probably be a very deadly hurricane, will the purported leader of the free world spend the day offering words of comfort & calm? Will the tweets be a balm to soothe worried minds? It?s 6:55 a.m. ???"
165,1040563029702787072,hurricaneFlorence2018,I feel zero pitty for the dumbasses who stayed and tried to wait out the hurricane. Y?all had multiple days to leave and evacuate and now you wanna call someone else and put their life in danger because of your dumbass decision to stay?? No sir.
166,1040563974524338176,hurricaneFlorence2018,Today's Extended Forecast: #CarolinaWx #ClaytonNC #Wx
167,1040568234741837824,hurricaneFlorence2018,Today's forecast: Scattered Thunderstorms Hi: 78?F Lo: 72?F Currently Rain and 76?F #CarolinaWx #ClaytonNC #Wx
168,1040571130170490880,hurricaneFlorence2018,HELLO! We?re in the middle of a natural disaster! I?m talking about the fact that the hotel manager is putting paying guests out of the hotel in the middle of a hurricane and she?s price-gouging to boot! Read my posts!
169,1040574351093981184,hurricaneFlorence2018,Thinking back to Emerald Isle and all the beauty. Sending positive thoughts and prayers to all those in Flo?s wake. #emeraldisle #northcarolina?
170,1040575699575349253,hurricaneFlorence2018,A taste of Florence?s Eyewall.
171,1040576881073053696,hurricaneFlorence2018,"Bracing for impact! Some family in the thick of it in Wilmington. Everyone safe!!! Fayetteville, North Carolina"
172,1040579441649479682,hurricaneFlorence2018,"At 4:25 PM EDT, 1 WNW Morehead City [Carteret Co, NC] EMERGENCY MNGR reports HURRICANE. 60 FT TREE FELL AND TOOK MULTIPLE POWER LINES."
173,1040589480477057024,hurricaneFlorence2018,"Due to Hurricane #Florence our office will be closed for the safety of our employees. If you have an urgent legal matter, please contact your #AJAttorney or staff member by email, our website at , or call our main number at (919) 277-2541 and leave a VM."
174,1040591775679893505,hurricaneFlorence2018,I will be so glad when my parents will watch something other than the hurricane watch.. on every news outlet. 0_o
175,1040599786125185024,hurricaneFlorence2018,NEW BERN hit hard by #HurricaneFlorence. 10 foot storm surge pushed its way into downtown. Debris on Pollack St made its almost all the way to Craven St. 22k plus w/o power. Swift water rescues taking place to save 150 people. Curfew in effect but being ignored #cbs17 #NCwx
