,tweetids,topics,cleanedtweets
71,727147575703277568,fireYMM2016,this looks like an up to date picture #ymm #ymmFire #abFire #fortmcmurray
72,727150890293972992,fireYMM2016,many people hosing their drive wasting are water restrictions coming look what's already happening #ymmfire #drought
73,727151200966049794,fireYMM2016,"Fire crews attacking the #ymmfire No sign of flames yet from Hwy63, but lots of loud popping. #ymm"
74,727152150472597504,fireYMM2016,Fort McMurray wildfire update: Smoky conditions trigger air quality alert. #ymmfire
75,727153680408035328,fireYMM2016,Wildfire stays put overnight - #ymmfire #ymm #RMWB
76,727154443356110848,fireYMM2016,"Fire chief says Forestry can't send in bombers due to smoke, only helicopters taking runs right now. #rmwb #fortmac #ymmfire"
77,727158052928016384,fireYMM2016,#ymmfire is now trending in #Edmonton
78,727158398400126977,fireYMM2016,"The view from the southern entrance to #ymm this morning. 4 planes, 2 choppers attacking the #ymmfire."
79,727158641963335681,fireYMM2016,Thoughts and prayers are with everyone in #ymm impacted by the wildfire. Stay up to date at #ymmfire
80,727158714382209025,fireYMM2016,"A special thank you to all the volunteers, staff, firefighters, pilots and other first responders for all their hard work. #ymmfire #ableg"
81,727158917516546048,fireYMM2016,Thanks so much for sharing. It was too hard to sleep wondering if the flames would creep closer in the night. #ymmfire
82,727159269674635265,fireYMM2016,"So where is our ""fearless leader"" through all this? Not even a peep from the #NDP. #ableg #abpoli #ymm #ymmfire"
83,727159680380887040,fireYMM2016,"#RMWB to hold a press conference at 11 a.m. with RES, Mayor Blake &amp; Alberta Forestry on hand - #ymm #ymmfire"
84,727159775079862272,fireYMM2016,"2 #wildfires burning out of control in #AB. The #ymmfire. The other in the Slave Lake Forest area, 45km NW of Red Earth Creek. #CBC"
85,727159819426091010,fireYMM2016,"Thoughts and prayers to the families, firefighters, staff, volunteers, first responders, and community of #YMM #ymmfire #ymmstrong"
86,727160326899142656,fireYMM2016,#ymmfire is now mapped at 500 hectares as per #ymm
87,727160557107818498,fireYMM2016,It's so great isn in #YMM flooding our Twitter feed with what we don't already know for the last 24 hours. #ymmfire #rmwb
88,727164161051004929,fireYMM2016,Oh look. Here she is saying nothing about #ymm #ymmfire #ableg #abpoli
89,727164542757818368,fireYMM2016,Update on the #ymmfire fighting efforts to happen at 11 a.m. MT. We'll attempt to livestream. #abfire #yeg #ymm
90,727166069983469572,fireYMM2016,#ymmfire To those on the front lines. Families that been relocated thanks for all of what you do.Put the damper on the #FIRE
91,727166267875033090,fireYMM2016,Officials will update the media on forest fire events at 11am. Tune into for the latest #ymm #rmwb #fortmac #ymmfire
92,727168730250141696,fireYMM2016,"As you can see, fire hazard rating in #rmwb remains very high #ymmfire"
93,727171384145776640,fireYMM2016,Saw this great post this morning by tara9502! #ymmfirefighters #ymmfire #ymmfire…
94,727172810452418560,fireYMM2016,There used to be a river and some buildings in that now smokey view #ymm #ymmfire #alberta #fire…
95,727175991198535680,fireYMM2016,#ymm #ymmfire #rmwb Are you ready if your neighborhood needs to evacuate tonight? #InMyKit
96,727181929032781824,fireYMM2016,fantastic shot Tracy! Very scary for all of us for sure. #ymm #ymmfire
97,727183157171212288,fireYMM2016,"LIVE NOW: , Ft McMurray officials update wildfire situation: #yeg #ymm #ymmfire"
98,727183316965683200,fireYMM2016,Mayor Melissa Blake speaking at the Press Conference regarding #ymmfire listen live on &amp; - #ymm
99,727183943678595073,fireYMM2016,Technical updates from Regional Fire Chief Darby Allen - #ymm #rmwb #ymmfire
100,727184017343156224,fireYMM2016,"Thinking about everyone in #ymm, including first responders putting themselves in harm's way. Stay safe everyone #ableg #ymmfire"
101,727184128601288704,fireYMM2016,"Allen says Diamondstone Ridge fire is ""on hold"" 25 members fighting the fire near Taiga Nova - #ymm #rmwb #ymmfire"
102,727184190605656065,fireYMM2016,News conference on wildfires in Fort Mac right now. Our most recent update. #yeg #ymmfire
103,727184389931696128,fireYMM2016,WATCH LIVE: Update on Fort McMurray wildfire fighting efforts. #yeg #ymm #Ymmfire #Abfire
104,727184477294718976,fireYMM2016,"Allen says there is ""no significant change"" to the west fire ""which is good news for us"" #ymm #ymmfire"
105,727184631146012672,fireYMM2016,: Chief Darby : Aircraft having hard time to see edges of fire in smoky conditions #ymm #ymmfire
106,727184690096955392,fireYMM2016,"Still in a local state of emergency in #ymm, according to . #ymmfire"
107,727184763132342272,fireYMM2016,Allen says tanker has been laying retardant on gap between fire and HWY 63 since 9am. #ymmfire #ymm #rmwb
108,727185073494061057,fireYMM2016,"""We're expecting the worst fire conditions to happen at about 3 this afternoon"" mandatory evacuations still in place #ymm #ymmfire"
109,727185076937609217,fireYMM2016,Chief Darby: The worst fire conditions of the day expected around 3 PM #ymm #ymmfire
110,727185275793772544,fireYMM2016,Chief Darby: no urgent need for volunteers but if you wish to sign up our RMWB.ca #ymm #ymmfire
111,727185299919478784,fireYMM2016,: Allen says #RMWB is expecting worst of the fire to occur around 3 p.m. Hopes to have further updates around 5 p.m. #ymm #rm…
112,727185306319888384,fireYMM2016,Chief Darby: all volunteer shifts filled. to volunteer in future. #ymm #ymmfire
113,727185327354339329,fireYMM2016,"Fire chief says response from the community looking to volunteer has been ""heartwarming"" and ""wonderful"" #ymm #ymmfire"
114,727185338620346370,fireYMM2016,Only thing we can hope for is that the pilots can see better soon #ymm #ymmfire
115,727185646284984321,fireYMM2016,Chief Darby speaks at #ymmfire press conference
116,727185779974242304,fireYMM2016,Update on fire: 500 to 570 hectares in size. Hard to currently gauge full size. #ymm #ymmfire
117,727185828070350848,fireYMM2016,Bernie Schmidt with Forestry says #ymmfire is 500-700 hectares in size. Hard to tell with smoke. Winds forecast out of SE #ymm #rmwb
118,727185899721641984,fireYMM2016,Forestry: Fire between 550 and 750 hectares in size #ymmfire
119,727186025689174016,fireYMM2016,"100 firefighters prepared to attack #ymmfire today, 7 choppers assigned, heavy chopper on order, 2 air tanker groups #rmwb #ymm"
120,727186127875002368,fireYMM2016,Crews looking at skimming off of Gregoire Lake to load heavy duty air tankers #ymm #rmwb #ymmfire
121,727186361908793344,fireYMM2016,. is predicting crossover conditions -- adding to increased fire behaviour later today #ymm #ymmfire
122,727186387166855168,fireYMM2016,"28 men currently fighting #ymmfire, 100 total on way from across AB - #ymm #rmwb"
123,727186543832498176,fireYMM2016,128 total firefighters expected to battle blaze near Gregoire #ymm #rmwb #ymmfire
124,727186657431064576,fireYMM2016,Chief Allen &amp; Bernie Schmidt with Forestry: 500-700 hectares in size. Hard to tell. #ymm #rmwb #ymmfire
125,727186752247463936,fireYMM2016,"Head of fire is laying low (area closest to 63), ground fire, hasn't moved into the top of trees. #ymm #rmwb #ymmfire"
126,727186900012822528,fireYMM2016,Chief Darby: Our job is to ensure the safety of the residents of the community in the situations #ymmfire
127,727186945189666817,fireYMM2016,#ymmfire is between 500- 750 hectares. Officials say it is hard to get more precise size bc of smoke.
128,727187342243459072,fireYMM2016,. says it's not a full crown fire near Gregoire. (Trees aren't crowning with flame.) #ymmfire #ymm
129,727187426691575808,fireYMM2016,Allen says extremely dry spring has led to four fires in five days #ymm #rmwb #ymmfire
130,727187504110145537,fireYMM2016,28 firefighters are currently on the fire. 100 will be deployed from across province. #ymmfire #cbc
131,727187825192366080,fireYMM2016,Allen guesses this is the driest spring in 50 years in town. #ymm #ymmfire
132,727187954670571520,fireYMM2016,. estimates fire to be 500-750 hectares - difficult to get an accurate map as a result of heavy smoke #ymm #ymmfire
133,727187972450295809,fireYMM2016,All of the fires are still under investigation. #ymmfire #cbc
134,727187969333841920,fireYMM2016,"Press conference is done. #RMWB will continue to update through the day, may hold another conference later today - #ymm #ymmfire"
135,727187969300271104,fireYMM2016,"Evacuations situation unchanged in #ymmfire Progress was made on the fire overnight, but smoke trapped by an inversion is causing problems."
136,727187980524376065,fireYMM2016,: Fire chief says this year is way drier than previous years. People need to be careful #ymm #ymmfire
137,727188292257628161,fireYMM2016,"Our livestream has ended, thanks for watching. #yeg #ymm #ymmfire"
138,727190077042872320,fireYMM2016,. says a type 1 incident management team is in #ymm working on the #ymmfire (team of experts to manage complex incidents)
139,727190893799739392,fireYMM2016,": Allen is more encouraged today that #ymmfire will not hit town, but at the slightest sign that changes evacuations will occ…"
140,727191646182379520,fireYMM2016,Finally a map to see what we are dealing with! #ymmFire #ymm Fort McMurray #fortmac
141,727191879717015556,fireYMM2016,: UPDATE: Evacuation orders still in place due to #ymmfire. Details here: #yeg #ymm
142,727192756158754817,fireYMM2016,An update on the #ymmfire at 12 with . Evacuation order stays in effect. Listen Live:
143,727193541865164801,fireYMM2016,Province says it will send a MECA vehicle to Fort Mcmurray for the #ymmfire if requested.
144,727193667526512640,fireYMM2016,Air is clear thanks to the northeast wind but doesn't help with the fire. Hats off to the first responders they are the finest #ymmfire
145,727198357735657472,fireYMM2016,Live tweeting our approach to #YMM on #hwy63. Haze becoming apparent at the 112KM mark. #ymmfire #staysafe
146,727198572408655872,fireYMM2016,We have an over abundance of chain smokers and welders. We're used to thick smoke #ymm #ymmfire
147,727199666706649088,fireYMM2016,"A hotel in #ymm is ready to evacuate at ""a moment's notice"" #ymmfire"
148,727199849679048707,fireYMM2016,RMWB held a press conference on the conditions of the wildfires #ymmfire #ymm #RMWB
149,727200900876521472,fireYMM2016,RMWB updates on wildfires - #ymm #rmwb #ymmfire
150,727201114865565696,fireYMM2016,"A stark reminder of the fires of 95 as we travel up 63, in the midst of the #YMMfire today. Stay safe friends. #YMM"
151,727201254615588864,fireYMM2016,Here's our feature on Alberta fire crews learning emergency survival. #yeg #ymm #ymmfire
152,727201951494991873,fireYMM2016,"Smoke starting to become apparent on the horizon as we pass the ""Welcome to Wood Buffalo"" sign at KM marker 142. #YMMFire #ymm"
153,727201983241670656,fireYMM2016,": UPDATE: Fort Mac fire didn't grow overnight, but hot, dry weather today won't help put it out. #ymm #yeg #ymmfire https…"
154,727202249160564737,fireYMM2016,Frightening and amazing photos of the attempts to slow the Fort McMurray wildfire. Follow #ymmfire to see them all. Stay safe everyone!
155,727207704540762112,fireYMM2016,"Approximate south fire location and evacuated area map for #ymm, #RMWB, #ymmfire"
156,727209290558119936,fireYMM2016,"Listen to RMWB Wildfire Press Conference - May 2, 2016 11 AM by MyMcMurray #SoundCloud, #ymmfire, #Alberta411"
157,727210161052475392,fireYMM2016,Four-legged friends were also evacuated last night from #ymmfire.
158,727210590645719040,fireYMM2016,"I am in full support of a complete fire ban in #rmwb, which should also include ATV use. Nobody moves, nobody gets hurt. #ymm #ymmfire"
159,727211783023370240,fireYMM2016,A view of the #ymmfire from the airport. #ymm
160,727212074774843393,fireYMM2016,Planes over #ymmfire in Fort McMurray. 2 evacuation zones still in effect. Blaze 500-750 hectares. #ymm #cbc
161,727212601931767808,fireYMM2016,"Approaching #YMM now on 63z water bombers heading towards the smoke, haze everywhere else. Crazy to see #ymmfire"
162,727214294341918720,fireYMM2016,: Our community is inspiring. #ymm #ymmfire thank you!
163,727216126145392640,fireYMM2016,Just witnessed rage on #douchebag dropping cigarette butt on road #ymmfire let's keep #YMM safe folks.
164,727216386649411584,fireYMM2016,"Smoke flares along with the temperature, which is at 27C here now. #ymm #ymmfire #cbc"
165,727219270891917312,fireYMM2016,: Thank you to all of the volunteers and professionals that are keeping us safe and fed. #ymm #ymmfire #rmwb
166,727226787063701504,fireYMM2016,"Standing with #YMM in solidarity as we tweet out #YMMfire updates only today.And, announce Partners in Education reception postponed #YMM"
167,727230677628809216,fireYMM2016,After 19 straight hours of updates for #ymmfire this news guy is taking a nap. Stay safe and tune into for the latest - #ymm
168,727231588484976640,fireYMM2016,Reminder: a special air quality statement is in effect for areas in the #rmwb #ymm #ymmfire
169,727233001134813184,fireYMM2016,Smoke is definitely getting thicker. Fire officials said conditions would be worst around 3pm #ymm #ymmfire
170,727235356710445056,fireYMM2016,: Curious if anyone else in #ymm has noticed a degrade in the quality of cellular service today? #rmwb #ymmfire
171,727239309514809344,fireYMM2016,#ymmfire She started going hard again in the last couple of hours.
172,727240528732012545,fireYMM2016,Evacuation continues as fire continues west of #FortMcMurray. #ymmfire
173,727241357828493313,fireYMM2016,No further updates with respect to the fire or the risk level. The RMWB will hold a press conference later this evening. #ymm #ymmfire #RMWB
174,727244686574768132,fireYMM2016,There's also a lot of ash coming down #ymm #ymmfire
175,727245933860245504,fireYMM2016,Ominous sky in Fort McMurray. Next update expected around 5:30. #ymm #wildfires #ymmfire #yeg
176,727246383606964224,fireYMM2016,We are hoping everyone remains safe with the fires going on in Fort McMurray! #ymm #ymmfire #yeg
177,727246562783424512,fireYMM2016,Huge smoke cloud from wildfire just outside Fort McMurray. Crews working to control it #ymm #ymmfire
178,727247858936639488,fireYMM2016,Smoke eerily veils the sun in #ymm. #ymmfire #cbc
179,727248301808984064,fireYMM2016,Stay tuned for updates at 5:30pm press conference #ymmfire
180,727251609919455232,fireYMM2016,What kind of cookies do #rmwb #firefighters like? #ymm #ymmfire
181,727252191690379264,fireYMM2016,World of thanks to our staff who went out of their way to care for students in these conditions today #doingwhatsbestforkids #YMM #YMMfire
182,727252412147232768,fireYMM2016,This is awesome! Thanks guys. #ymmfire
183,727253063375851520,fireYMM2016,From my rooftop in Gregoire #ymm #ymmfire
184,727253653631856640,fireYMM2016,"Please take Emergency Preparedness seriously folks, #ymmfire is proof its necessary!!"
185,727256767025967104,fireYMM2016,Fine ash layer on the windshield. #ymm #ymmfire
186,727257404715356160,fireYMM2016,The only time Fort Mac gets acknowledged in the world is when it's burning down:P #ymmfire
187,727258588876427265,fireYMM2016,Check out some of the amazing - and scary - photos from the #YMMfire: #RMWB #YMM Stay safe!
188,727261102438903808,fireYMM2016,It's just incredible what the smoke does to the sun #ymm #ymmfire
189,727262514166136832,fireYMM2016,Getting a pretty good ash shower over Gregoire now. Fire appears to be moving NE. #ymm #ymmfire
190,727263905093922819,fireYMM2016,UPDATED: Forest fire has shifted away from homes. #ymm #ymmfire
191,727264095427170304,fireYMM2016,"Praying for the wind to remain calm. Ash falling like snow. Smoke drowning out the sun in Waterways #ymm, #ymmfire"
192,727264726334496769,fireYMM2016,We'll have more information about the #ymmfire in 1 hour. Authorities will be speaking with the media at 5:30 pm local time. #ABfire
193,727264872816201728,fireYMM2016,"Let's hope folks take heed .. Such dangerous conditions #ymm, #ymmfire, , ,"
194,727268979253743616,fireYMM2016,Wow that is amazing shot of #ymmfire #ableg #yyc #yeg #abpoli #cdnpoli
195,727271861776605184,fireYMM2016,View of the smoke plume from suncor on hwy 63 north of Fort McMurray... That's about cruising altitude #ymmfire #ymm
196,727275382265761792,fireYMM2016,My thoughts are with the residents affected by the #ymmfire - grateful for the dedication of our firefighters and emergency workers #ymm
197,727276891762126849,fireYMM2016,#nofilter #ymmfire and smoke plum as seen from Beaconhill #ymm
198,727277566281801729,fireYMM2016,Residents are asked to ONLY put out black bin waste for scheduled garbage pick-up. Store blue bin waste until further notice. #YMM #YMMFire
199,727279769461510144,fireYMM2016,Awaiting an update on the #ymmfire situation. Update to start in about 5mins. #ymm #yeg
200,727280123544657921,fireYMM2016,"Mayor Blake, RES, Alberta Forestry officials about to give update on Fort McMurray fire situation at MacDonald Island Park . #ymm #ymmfire"
201,727280472326213633,fireYMM2016,": Forest fire prompts ""heartwarming"" response from Fort McMurray residents | | #ymm #ymmfire https:…"
202,727280587782791168,fireYMM2016,High Respect to the Fort McMurray Fire Fighters and bombers you guys are amazing thanks for keeping us safe!! I salute #ymmfire
203,727281175069233154,fireYMM2016,Blake notes there were questions about SPCA and care of horses - they are safe on a Tower Road property. #ymm #ymmfire
204,727281378195345408,fireYMM2016,The #ymmfire press conference with Mayor Blake has begun. #ymm
205,727281733847011328,fireYMM2016,". says residents of prairie creek can return home, to voluntary shelter in place. #ymmfire #ymm"
206,727281846048854016,fireYMM2016,Mandatory Evac lifted in Prairie Creek. Centennial Park Mandatory Evac still in affect. #ymmfire #ymm
207,727281876562485248,fireYMM2016,"#ymmfire ""Mandatory evacuation for Prairie Creek lifted. The shelter is in place for voluntary evacuees. Be prepared."" - #ymm"
208,727281888243511296,fireYMM2016,Mandatory evacuation for centennial trailer park remains in effect #ymm #ymmfire
209,727282495503372292,fireYMM2016,Fire Chief Allen: Please stay away from fire. There are safety concerns with ATVs and OHVs in affected areas. #ymm #ymmfire
210,727282516319563776,fireYMM2016,"Fire chief: ""it's been a great day for us."" ""That fire hasn't got any closer to town."" #ymmfire #ymm"
211,727282587530481665,fireYMM2016,"Chief Darby Allen stresses the need for ATVs &amp; OHVs to stay out of backcountry, and most importantly AWAY from the fire line #ymm #ymmfire"
212,727282745072721920,fireYMM2016,Fire officials say #ymmfire is now 1285 hectares in size #ymm #cbc
213,727282747799121921,fireYMM2016,"Allen: Jeep was seen on same trail as the fire today. This hinders ability to fight fires. Please, let the crews do their job. #ymm #ymmfire"
214,727282860760117248,fireYMM2016,"Fire hasn't come closer to town today, thanks to hard work by Alberta Forestry. Thanks for your hard work. #ymm #ymmfire"
215,727283020378468352,fireYMM2016,"Fire Chief: ""We've had a great day today"". West #ymmfire has NOT moved closer to #ymm. Moving SW."
216,727283096324702208,fireYMM2016,". says #ymmfire is 1280 hectares, however it has not moved closer to Fort McMurray #ymm"
217,727283167380516868,fireYMM2016,"The size of the fire is 1285 ha, much bigger than projection at 11am press conference. #ymm #ymmfire"
218,727283398457225216,fireYMM2016,. says tomorrow's priority is battling the north flank during another challenging day on #ymmfire tomorrow
219,727283587314278400,fireYMM2016,"Tomorrow morning at 9am, water will be dropped on the fire. Fire is 1.5km from housing in #ymm. Fire not likely to shift overnight. #ymmfire"
220,727283890042343424,fireYMM2016,"Chief Darby: ""we're blessed everyone's done a great job."" No buildings or homes affected in town. #ymm #ymmfire"
221,727284014181027840,fireYMM2016,"No property damage. No one hurt. Fire Chief ""We've been blessed"" with good weather. #ymm #ymmfire"
222,727284018014646272,fireYMM2016,Centennial Park holds 200 people - they are still under mandatory evacuation tonight #ymm #ymmfire
223,727284214064910336,fireYMM2016,Allen says there were 51 evacuees at McDonald Island overnight. #ymm #ymmfire
224,727284485176217600,fireYMM2016,. says crews &amp; helicopters facing challenges accessing nearby water sources for #ymmfire - speaks highly of pilots and ffs
225,727285364453457921,fireYMM2016,"Allen: We're asking people to use some common sense here, and stay away from the fire. Don't want to waste resources. #ymm #ymmfire"
226,727285990172332032,fireYMM2016,Tomorrow morning at 11am is the next #ymmfire update. We'll give you more details at that time. #ymm #rmwb
227,727286286596341761,fireYMM2016,"Want to send a big thank you to every fire fighter, volunteer &amp; person whose helped the #ymmfire situation the past 24 hrs. #ymm #rmwb"
228,727286823177863168,fireYMM2016,: ICYMI: Tonight's Partners in Education reception postponed out of respect for #ymmfire situation #ymm
229,727287189453807616,fireYMM2016,"Prairie Creek residents allowed back home to ""shelter in place"" in #ymmfire"
230,727287746776150020,fireYMM2016,": Please avoid conjecture about school closures. Watch our website, Twitter and Facebook for updates later tonight #ymm #ymmfire"
231,727288379906347009,fireYMM2016,"For any school related information, follow website for up-to-date info. #ymm #ymmfire #rmwb"
232,727290555491819521,fireYMM2016,"Shout out to local media &amp; communications for a great job on keeping us updated. You are appreciated,my friends #ymm #ymmfire"
233,727295164591575041,fireYMM2016,"Residents of Prairie Creek can return home, Centennial Trailer Park still under mandatory evacuation. #ymm #ymmfire"
234,727298192933552128,fireYMM2016,Why doesn't the #rmwb just ENFORCE the ban. Clearly some in #ymm aren't responsible enough as it is. #ymmfire
