,tweetids,topics,cleanedtweets
50,389931708994564096,earthquakeBohol2013,: Four killed in building collapse after Philippines quake: disaster agency
51,389931721556115457,earthquakeBohol2013,"7.2-earthquake hits Philippines: A magnitude-7.2 earthquake struck in the southeastern Philippines on Tuesday,..."
52,389931935486590976,earthquakeBohol2013,"7.2-earthquake hits Philippines: A magnitude-7.2 earthquake struck in the southeastern Philippines on Tuesday,..."
53,389932552066052096,earthquakeBohol2013,": "": i pray for the safety of the people there in visayas #earthquake #Philippines "" St…"
54,389932761772879872,earthquakeBohol2013,": Earthquake measuring 7.2 magnitude hits central Philippines, killing four people - officials"
55,389933239902543874,earthquakeBohol2013,""": Four killed in building collapse after Philippines quake: disaster agency """
56,389933332177649664,earthquakeBohol2013,Latest on the deadly #earthquake that hit the #Philippines just over an hour ago.... ...
57,389933822936367104,earthquakeBohol2013,"Felt sorry for the victims of the magnitude 7.2 #earthquake in Bohol,Philippines :(("
58,389933898433835008,earthquakeBohol2013,"For a Boholano OFW like me, walang ibang magawa sa ngayon kundi ang magdasal at umiyak. #prayforBohol"
59,389934313669918720,earthquakeBohol2013,: No California tsunami threat after 7.2 earthquake in Philippines
60,389934468854603777,earthquakeBohol2013,: #breaking Radio reports say a 7.2-magnitude quake has killed at least 4 people in central Philippines
61,389934649197096960,earthquakeBohol2013,: PHILIPPINES #EARTHQUAKE: Radio reports say 7.2-mag. quake has killed at least 4 people in central Philippines
62,389934775022387200,earthquakeBohol2013,Just found out about what happened in #bohol.. saw pictures of churches ruined. :(( #keepsafe #earthquakes
63,389935026705416192,earthquakeBohol2013,“: Loboc Church in Bohol #prayforbohol ”
64,389935244788256768,earthquakeBohol2013,: PHILIPPINES #EARTHQUAKE: Radio reports say 7.2-mag. quake has killed at least 4 people in central (more)
65,389935857157033985,earthquakeBohol2013,: BREAKING: Radio reports say a 7.2-magnitude quake has killed at least 4 people in central Philippines
66,389936528245268480,earthquakeBohol2013,#PrayforBoholandCebu #PrayForBohol #PrayForCarmenBohol
67,389938067554852865,earthquakeBohol2013,please pray for #Bohol
68,389939166479257601,earthquakeBohol2013,": 7.2 magnitude earthquake hits central Philippines, killing four, but no tsunami expected say officials"
69,389939254559662081,earthquakeBohol2013,Sending my prayers to all those affected by 7.2 magnitude earthquake that just hit the Philippines.
70,389939543966613504,earthquakeBohol2013,: i just heard about the earthquake in the philippines! i hope everyone is okay
71,389940768703406081,earthquakeBohol2013,"Before anything else, #PrayforVisayas"
72,389941125185687552,earthquakeBohol2013,: 411 Year old Loboc Church in Bohol is badly damaged by a 7.2 earthquake. Very heartbreaking ;'(( #PrayForBohol
73,389941297169321985,earthquakeBohol2013,At least 4 people killed after 7.2 #earthquake hits central #Philippines. #least ()
74,389941557203185665,earthquakeBohol2013,"""A 7.2-magnitude earthquake struck in southeastern Philippines, says USGS."" via"
75,389941670466166784,earthquakeBohol2013,Mayor Rama announced no classes for both private and public schools until tomorrow. #cebu #earthquakePH | via
76,389942765183696897,earthquakeBohol2013,: Earthquake!!! First time I felt this. #PrayforVisayas
77,389942966506500096,earthquakeBohol2013,Magnitude 7.1 earthquake hits the Philippines! CNN
78,389943318836047872,earthquakeBohol2013,: 1 Retweet = 1 Prayer #PrayforVisayas
79,389943503364849665,earthquakeBohol2013,: Please pray for the people of the Philippines. A 7.2 earthquake hit Cebu and surrounding area today. Two of our staff …
80,389943947956862976,earthquakeBohol2013,"Bible Prophecy, Rapture, 7.2 Earthquake Philippines Oct 14 2013 | Watch:"
81,389944447108014080,earthquakeBohol2013,Magnitude-7.1 earthquake hits the Philippines:
82,389944585511641088,earthquakeBohol2013,: 1 Retweet = 1 Prayer #PrayforVisayas
83,389946850444185601,earthquakeBohol2013,"Sad,sad,sad news...#PrayForBohol #PrayForCebu"
84,389947278230052864,earthquakeBohol2013,Major earthquake hits the Philippines -
85,389947676717875200,earthquakeBohol2013,"Lord,help us... #PrayForVisayas"
86,389947907412996096,earthquakeBohol2013,: INFOGRAPHIC: Map locating the epicentre of a 7.1-magnitude quake that hit central Philippines | …
87,389948112904544256,earthquakeBohol2013,": 5.0 earthquake, 2km SSE of Clarin, Philippines. Oct 15 10:42 at epicenter (14m ago, depth 23km)."
88,389948574282158081,earthquakeBohol2013,: This is really heartbreaking :'( #PrayForVisayas
89,389948620432101376,earthquakeBohol2013,: So this is what happened to Gaisano country mall. #PrayForVisayas
90,389948880474763264,earthquakeBohol2013,: This is really heartbreaking :'( #PrayForVisayas
91,389948922413592576,earthquakeBohol2013,"Emang di pilipina ada apaan min ?"": #PrayForPhilippines #PrayForVisayas"""
92,389949027283775488,earthquakeBohol2013,Let's say our prayers for those affected by the earthquake. #PrayForVisayas #earthquakePH
93,389949367009808384,earthquakeBohol2013,Keepsafe ! #PrayForVisayas #PrayForCebu -- H
94,389949492839342080,earthquakeBohol2013,": 7.2 earthquake, 2km S of Nueva Vida Sur, Philippines. Oct 15 08:12 at epicenter (10m ago, 25km Tagbilaran, depth... http…"
95,389950365258350592,earthquakeBohol2013,yep. search for #PrayForVisayas and you'll see the church is destroyed by the earthquake :(
96,389950730175389696,earthquakeBohol2013,: This is really heartbreaking :'( #PrayForVisayas
97,389950767898951681,earthquakeBohol2013,: God is good all the time. #PrayForVisayas
98,389950814061486080,earthquakeBohol2013,#PrayForVisayas Earthquake go away don't come again another day .. people wants to live in peace ...
99,389950969225568257,earthquakeBohol2013,#PrayForVisayas Keep safe everyone! :(
100,389951510315941888,earthquakeBohol2013,: 7.2M quake jolts Philippines
101,389951606768558080,earthquakeBohol2013,: Awwwww :( #PrayForVisayas
102,389951933924274176,earthquakeBohol2013,": Please spread the word. Mga kababayan sa Visayas, please use #rescuePH for information about people needing rescue. We will..."
103,389952676311474176,earthquakeBohol2013,: #prayforbohol #prayforcebu
104,389953032835710978,earthquakeBohol2013,: Loboc Church in Bohol then and now after the 7.2 magnitude earthquake just today #earthquake #PrayForVisayas (cto)
105,389953129292132353,earthquakeBohol2013,: #bohol earthquake emerging as a major #ph earthquake Let us pray many lives were spared Let us take stock how to respond…
106,389953238352408576,earthquakeBohol2013,: i just heard about the earthquake in the philippines! i hope everyone is okay
107,389953452245127169,earthquakeBohol2013,: #PrayForVisayas
108,389953527767760896,earthquakeBohol2013,#PrayForVisayas my relatives are okay naman ata ehh.. :(
109,389953578095218688,earthquakeBohol2013,: Meat vendor at Mandaue City Public Market killed after getting buried in debris. via #Cebu #earthquake
110,389953632612802560,earthquakeBohol2013,"My girls are in the Philippines and there was an earthquake there today, hope they are ok! I feel like a worried mom! :/"
111,389954052051595265,earthquakeBohol2013,": Please spread the word. Mga kababayan sa Visayas, please use #rescuePH for information about people needing rescue. We will com…"
112,389954664432943104,earthquakeBohol2013,"""7.2 quake hits central Philippines, killing 6 - The Hindu"""
113,389954865742352384,earthquakeBohol2013,"Ang ganda ng gising ko pero pagbukas ko ng Twitter, trending ang Earthquake magnitude 7.2 sa Bohol Grabe ang Lakas Nun :( #PrayForBohol"
114,389955004137611265,earthquakeBohol2013,": 7.2 magnitude earthquake hits central Philippines, killing four, but no tsunami expected say officials"
115,389955020944187393,earthquakeBohol2013,: แผ่นดินไหวหนักที่ฟิลิปปินส์ Magnitude-7.1 earthquake hits the Philippines
116,389955578774032384,earthquakeBohol2013,: UPDATE: Six killed after 7.1 #quake hits southern #Philippines (PHOTOS)
117,389955587175219201,earthquakeBohol2013,huhuhu grabe kusuga sa linog bsan diare sa dipolog may gne wah ray nangaguba.. #PrayForVisayas #PrayForMindanao
118,389955788485054464,earthquakeBohol2013,Stay safe everyone! Pray and hope. #PrayForVisayas
119,389956186969497601,earthquakeBohol2013,: i just heard about the earthquake in the philippines! i hope everyone is okay
120,389956845449662464,earthquakeBohol2013,: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines
121,389956946125549569,earthquakeBohol2013,: Dont tweet it. Do it :) #PrayForVisayas
122,389958653215649792,earthquakeBohol2013,Daghana'g naguba sa Tagbilaran oyy. #Earthquake #Bohol #FB
123,389958657405747200,earthquakeBohol2013,": Strong Quake Hits Central Philippines, Aftershocks Continue"
124,389959085199986689,earthquakeBohol2013,#prayforBohol
125,389959513031192576,earthquakeBohol2013,": Baclayon Church is one of the oldest Catholic churches in the Philippines, built in 1727. #earthquake #PrayForVisayas …"
126,389959592722956289,earthquakeBohol2013,#PrayForBohol #PrayForCebu
127,389959991186055168,earthquakeBohol2013,Ampo ug salig sa Ginoo katawhan sa Bohol ug Cebu. #PrayForVisayas
128,389960439972372480,earthquakeBohol2013,"Just heard from Fleur, my assistant in the Philippines, that a 7.2 earthquake hit nearby bringing down buildings...."
129,389960641315733504,earthquakeBohol2013,#PrayForVisayas pagdasal po natin yung mga filipinos out there :)
130,389961538880012288,earthquakeBohol2013,: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines
131,389961589232648192,earthquakeBohol2013,So bale nagising ako kasi gumagalaw yung kama ko. #PrayForVisayas
132,389961958327218176,earthquakeBohol2013,Even behind the darkest Clouds...the sun still shines! #PrayForCebu #PrayForVisayas
133,389962189013929986,earthquakeBohol2013,: 411 Year old Loboc Church in Bohol is badly damaged by a 7.2 earthquake. Very heartbreaking ;'(( #PrayForBohol
134,389962335781019648,earthquakeBohol2013,": Baclayon Church is one of the oldest Catholic churches in the Philippines, built in 1727. #earthquake #PrayForVisayas …"
135,389962570662027264,earthquakeBohol2013,: #prayforbohol #prayforcebu
136,389962742653657088,earthquakeBohol2013,: #prayforBohol #PrayForCebu
137,389962826535550976,earthquakeBohol2013,"Deadly quake strikes Philippines: An earthquake measuring 7.2 magnitude hits the central Philippines, killing ..."
138,389963178857091073,earthquakeBohol2013,: #prayforbohol #prayforcebu
139,389964328108953602,earthquakeBohol2013,: #prayforbohol #prayforcebu
140,389964437139906560,earthquakeBohol2013,over 110 aftershocks noted :( that's too much...#PrayForVisayas #earthquake
141,389965196325695488,earthquakeBohol2013,: #prayforbohol #prayforcebu
142,389965326332338176,earthquakeBohol2013,"Grabe natulog lang ako, andami ng nangyari :( #PrayForVisayas #PrayForBohol #PrayForCebu"
143,389966291009671168,earthquakeBohol2013,: Deadly quake strikes Philippines
144,389966760801075200,earthquakeBohol2013,: This is beyond imagination! Heart-wrenching! #PrayForVisayas #PrayForBohol #PrayForCebu
145,389967612244815872,earthquakeBohol2013,: #prayforbohol #prayforcebu
146,389967637402230787,earthquakeBohol2013,My prayer goes to all the Bohol and Cebu victims of the earthquake earlier. #PrayForBohol #PrayForCebu
147,389968019079696384,earthquakeBohol2013,: Casualties from 7.2 #earthquake in the #Philippines is now 20+ according to authorities
148,389968207831789568,earthquakeBohol2013,Pati Cebu? Aw. #PrayForVisayas Aguy :(
149,389968593686765568,earthquakeBohol2013,"Strong quake shakes central Philippines, kills 12: MANILA, Philippines (AP) — A 7.2-magnitude earthquake colla..."
150,389968669201018880,earthquakeBohol2013,Let's pray for those who are in Visayas and Mindanao. #prayforcebu #prayforbohol #prayforleyte #PrayForVisayas #prayforMindanao
151,389968736293101568,earthquakeBohol2013,: #prayforbohol #prayforcebu
152,389968820204363778,earthquakeBohol2013,: Luzon: Typhoons Visayas: Earthquake Mindanao: War Pray for our Dear Philippines.
153,389968987959721985,earthquakeBohol2013,“: #prayforbohol #prayforcebu”
154,389969029890584576,earthquakeBohol2013,Terrible earthquake.... #prayforcebu #prayforbohol #prayfornegros... this is really make me feel super…
155,389969503880089600,earthquakeBohol2013,: #PrayForBohol #PrayForVisayas
156,389969587757785088,earthquakeBohol2013,: Luzon: Typhoons Visayas: Earthquake Mindanao: War Pray for our Dear Philippines.
157,389969625493950464,earthquakeBohol2013,: #PrayForVisayas
158,389969763922739200,earthquakeBohol2013,": Keep me safe, my God, for in You I take refuge.-- Psalm 16:1 #PrayforCebu #PrayforBohol"
159,389970137199034368,earthquakeBohol2013,: #prayforbohol #prayforcebu
160,389970309186478080,earthquakeBohol2013,We can face any fear &amp; trials when we know the Lord is with us. #PrayforVisayas
161,389970565038997504,earthquakeBohol2013,: #PrayForVisayas
162,389970581786869760,earthquakeBohol2013,: Stay safe over there Adiks and fellow Filipinos. #PrayForVisayas
163,389971588419833856,earthquakeBohol2013,Earthquake Strike on Cebu and Bohol at 7.2 - October 15 2013 (VIDEO) | Pinoythinking: #EARTHQUAKE #cebu #bohol
164,389971915600695297,earthquakeBohol2013,: #PrayForVisayas
165,389971957527359488,earthquakeBohol2013,Sto. Nino Cebu. #PrayForVisayas #repost
166,389972062384975872,earthquakeBohol2013,Repost! Let's all pray for our safety. #ig #igers #igersph #igerscebu #prayforcebu #prayforbohol…
167,389972347584651264,earthquakeBohol2013,: All malls in #Cebu closed. Malls are assessing damage and will be open until further notice.|
168,389972444078825473,earthquakeBohol2013,""": Devastation of Nueva Ecija due to typhoon santi. And now earthquake in Cebu and Bohol. #PrayForVisayas #PrayForNuevaEcija"""
169,389972527964893184,earthquakeBohol2013,: Magnitude 7.2 hits Visayas 110 aftershocks as of 11am 20 casualties #prayforcebu #prayforbohol
170,389972750246232064,earthquakeBohol2013,: 20 dead in Visayas quake - Yahoo Philippines News
171,389973077406121985,earthquakeBohol2013,: #prayforbohol #prayforcebu
172,389973131932086272,earthquakeBohol2013,Officials: Death Toll Rises to 20 in 7.2-Magnitude Quake in Central Philippines: Officials: Death toll rises t...
173,389973161317392384,earthquakeBohol2013,": The news about the major, 7.2-magnitude earthquake in bohol and cebu gave me goosebumps! Lets all #PrayForVisayas"
174,389973366834081792,earthquakeBohol2013,: Devastation of Nueva Ecija due to typhoon santi. And now earthquake in Cebu and Bohol. #PrayForVisayas #PrayForNuevaEcija
175,389973521998172160,earthquakeBohol2013,": 7.2 earthquake, 2km S of Nueva Vida Sur, Philippines. Oct 15 08:12 at epicenter (10m ago, 25km Tagbilaran, depth... http…"
176,389973790446206976,earthquakeBohol2013,: #PrayForBohol
177,389974771930103808,earthquakeBohol2013,""" Lets all pray for our kababayans who are affected by the earthquake. God bless us!"" #PrayForVisayas"
178,389975275221835776,earthquakeBohol2013,Philippines Earthquake hits Cebu and Bohol
179,389976105685237760,earthquakeBohol2013,: Praying for the safety our brothers and sisters in Cebu and Bohol. #earthquake #PrayForVisayas
180,389976499975385088,earthquakeBohol2013,: Please keep everyone here in your prayers! “: Deadly quake strikes Philippines ”
181,389977372381818880,earthquakeBohol2013,"Today is baraka day, so lets pray for the safety of our kababayans in Visayas. #PrayForVisayas"
182,389977397543464960,earthquakeBohol2013,: #PrayForBohol #PrayForCebu
183,389977414316457984,earthquakeBohol2013,": Loon Church, Bohol (one of the biggest and oldest churches) before and after the #Earthquake #PrayForBohol"
184,389978215415967744,earthquakeBohol2013,: #prayforbohol #prayforcebu
185,389978567775232000,earthquakeBohol2013,": セブ島も被害 RT : 2 bldgs in Brgy Mambaling, #Cebu City damaged by #earthquake. via"
186,389978756519317504,earthquakeBohol2013,Pray for those affected on earthquake in philippines!!may godbless us!!
187,389978886529765376,earthquakeBohol2013,: Praying for our friends in the Philippines who were affected by the 7.2 magnitude quake. The scenes on TV are heartbre…
188,389979377271701504,earthquakeBohol2013,My thoughts and prayers go out to everyone who are affected by the earthquake. Lord help them go through this! #PrayForVisayas
189,389979901559730176,earthquakeBohol2013,: Earthquake Video Caught in Bohol Philippines 7.2 Magnitude #bohol #earthquake #philippines
190,389980199321759744,earthquakeBohol2013,"Magnitude-7.1 earthquake hits the Philippines, 20 dead"
191,389980266451992576,earthquakeBohol2013,Aftershocks Continue After Strong Quake Hits Philippines via PhilTimes
192,389982254534901761,earthquakeBohol2013,#PrayForVisayas.#PrayForVisayas.#PrayForVisayas.#PrayForVisayas.#PrayForVisayas.#PrayForVisayas.#PrayForVisayas.#PrayForVisayas.
193,389983378604576768,earthquakeBohol2013,"Death toll rises to at least 20 after 7.2-magnitude quake collapses buildings, cracks roads in Philippines:"
194,389983487685443585,earthquakeBohol2013,"Certain thoughts are prayers. There are moments when, whatever the attitude of the body, the soul is on its knees. #PrayForVisayas"
195,389983626093686784,earthquakeBohol2013,": Death toll rises to at least 20 after 7.2-magnitude quake collapses buildings, cracks roads in Philippines: …"
196,389983835812679680,earthquakeBohol2013,: #PrayForBohol #PrayForCebu
197,389984473317523456,earthquakeBohol2013,#PrayForVisayas Sana ok lang kayo!1
198,389984813069115392,earthquakeBohol2013,#PrayForVisayas
199,389985354159116288,earthquakeBohol2013,: #prayforbohol #prayforcebu
200,389985450594562048,earthquakeBohol2013,": Central Philippines earthquake measuring 7.2 magnitude kills at least 20 people, reports say"
201,389985643561893888,earthquakeBohol2013,": Central Philippines earthquake measuring 7.2 magnitude kills at least 20 people, reports say"
202,389986570469527552,earthquakeBohol2013,Hello Khunnie Please pray for earthquake victims here in the Philippines
203,389986633400844289,earthquakeBohol2013,"Major quake hits Philippines: A magnitude-7.2 earthquake struck in the southeastern Philippines on Tuesday, th..."
204,389987736523792384,earthquakeBohol2013,: #prayforbohol #prayforcebu
205,389988038488502272,earthquakeBohol2013,Ok lang daw sila safe naman. #PrayForBohol
206,389988910899539969,earthquakeBohol2013,"Pusong pinoy! Makakaahon din tayo, pilipino pa.. #PrayForVisayas #1culture1group1family1country"
207,389991591072387072,earthquakeBohol2013,"I heard that there was an earthquake in the philippines, is tht true?? R u okay??"
208,389993059070382080,earthquakeBohol2013,16 na daw namatay sa Cebu dahil sa lindol #prayforcebu #PrayForVisayas #prayforthePhilippines
209,389994321555886081,earthquakeBohol2013,I'm glad that I got to see those churches in Bohol before they were ruined by that earthquake. #PrayForVisayas
210,389994464183201792,earthquakeBohol2013,"At least 20 dead in Philippines quake: CEBU, Philippines, Oct. 15 (UPI) -- A powerful earthquake meas... #TSCEnt"
211,389994501923545088,earthquakeBohol2013,#PrayForVisayas #PrayForVisayas #PrayForVisayas #PrayForVisayas #PrayForVisayas
212,389994854245081088,earthquakeBohol2013,": Fire, Water and now Earth. Keep safe everyone! I can see the sign. #PrayforVisayas"
213,389995063969087488,earthquakeBohol2013,"XX i JUS HEARD ABOUT THA CEBU &amp; BOHOL EARTHQUAKE 7.2 iNTENSiTY,NEVA THOUGHT THAT WOULD HAPPEN.EVA.#Philippines #Earthquake #ChamTweets XX"
214,389997723161604097,earthquakeBohol2013,: #prayforbohol #prayforcebu
215,389997928661544960,earthquakeBohol2013,: #prayforbohol #prayforcebu
216,389998075466375168,earthquakeBohol2013,: #PrayForVisayas. God is Good. God will protect them. Keep safe everyone.
217,389998104835260416,earthquakeBohol2013,"Earthquake, Magnitude 5.0 - LEYTE, PHILIPPINES - 2013 October 15, 05:47:16 UTC"
218,389998406795423744,earthquakeBohol2013,My heart goes out to all the people who had to experience the horrible earthquake in Bohol. Let's pray for them. God Bless! #PrayForVisayas
219,389998893355651073,earthquakeBohol2013,: #PrayForCebu #PrayForBohol #PrayForVisayas #PrayForThePhilippines
220,389999014990467072,earthquakeBohol2013,: My heart and thoughts go out to those in the Philippines who have been affected by the terrible earthquake.
221,390001221211131904,earthquakeBohol2013,"EarthQuake Update: M 4.8 - 2km NNW of Maribojoc, Philippines: Time2013-10-15 05:12:16 UTC2013-10-15 13:12:16 +..."
222,390001472865181696,earthquakeBohol2013,I hope all is well w/ you and your family. Just heard the news about the earthquake in the Philippines.
223,390001510584561664,earthquakeBohol2013,: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines
224,390001619640651776,earthquakeBohol2013,Deeply saddened by the quake in Visayas. My prayers goes to all our brothers in Cebu and Bohol. #PrayForVisayas #PrayForBohol #PrayForCebu
225,390001707734020096,earthquakeBohol2013,: 7.1-magnitude earthquake hits Philippines
226,390001871290499072,earthquakeBohol2013,: All my support to the families of the victims due to the terrible earthquake that hit central Philippines today.
227,390002018095337473,earthquakeBohol2013,Earthquake strikes tourist islands in central Philippines: A 7.2 magnitude earthquake has struck the central P...
228,390002441733042176,earthquakeBohol2013,""": #PrayForVisayas. God is Good. God will protect them. Keep safe everyone."""
229,390002638860738561,earthquakeBohol2013,"My fellow kababayans, let's #PrayForVisayas"
230,390003569992036352,earthquakeBohol2013,: Let's #PrayForVisayas guys. Prayers can do anything. #earthquakePH
231,390003620332068865,earthquakeBohol2013,: #Cebu Coast Guard Station suspends vessels out-bound Cebu due to aftershocks every 20 to 30 minute intervals.
232,390005214180556800,earthquakeBohol2013,7.1 Earthquake in Central Phillippines - This just in. A 7.1 Earthquake has hit central Philippines. More...
233,390006443094458368,earthquakeBohol2013,: Muslim holiday saved so much lives. Keep safe everyone. #earthquakeph #PrayForVisayas
234,390006497628782592,earthquakeBohol2013,Take care Cebu and Bohol. #PrayForVisayas
235,390007202276065280,earthquakeBohol2013,: i just heard about the earthquake in the philippines! i hope everyone is okay
236,390009047782400000,earthquakeBohol2013,My prayers to everyone affected by the earthquakes in Cebu. #earthquakePH #PrayForVisayas
237,390010402522038272,earthquakeBohol2013,": Mga kakababayan sa Bohol at Cebu, ingat kayo diyan! God bless Cebu and Boho:-( #CEBU #24Oras"
238,390010759054647296,earthquakeBohol2013,"Bohol Island, Philippines Earthquake 2013 Leaves Multiple People Dead. Read more at: ..."
239,390011224609390592,earthquakeBohol2013,: Another earthquake... damn. Sending all my love and prayers to the Philippines. Hopefully that's it &amp; no more major aftersh…
240,390011576939741184,earthquakeBohol2013,#earthquake measuring 7.2 struck islands popular with tourists in #Philippines on Tuesday
241,390011656626913280,earthquakeBohol2013,nag SS si earthshaker sa bohol at cebu so #PrayForVisayas
