,tweetids,topics,alltopics,categories,ThirdPartyObservation,Advice,MultimediaShare,Factoid,ContinuingNews,Official,Weather,Sentiment,Discussion,Irrelevant,SignificantEventChange,MovePeople,KnownAlready,Hashtags,FirstPartyObservation,EmergingThreats,InformationWanted,ServiceAvailable,Donations,CleanUp,Volunteer,GoodsServices,PastNews,SearchAndRescue,Unknown,cleanedtweets
10,541143094087790592,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BBC News - Philippines Typhoon Hagupit evacuation stepped up who said lightning doesn't strike twice
11,541142633310355456,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pagasa: Ruby to make landfall over Eastern Samar tonight CEBU - Typhoon Ruby (Hagupit) is ... #news #filipino
12,541142262160187392,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""": Everyone please pray for the Philippines the typhoon is nearing there are strong winds! Please keep our boys safe as well!!!"""
13,541139887882526720,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tacloban fisherman fears onslaught of Typhoon Hagupit -
14,541139354177904640,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunny is fighting hard to peek thru but it looks like nimbus is engulfing his rays..is hagupit coming already?
15,541140038030221312,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sending prayers to the #Philippines #typhoon. VIA
16,541140757609197569,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'Official']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SEVERE WEATHER BULLETIN NUMBER TEN TROPICAL CYCLONE WARNING: TYPHOON ""RUBY"" (HAGUPIT"" ) Issued at 11:00 a.m.,..."
17,541138493649743872,typhoonHagupit2014,typhoonHagupit2014,"['Weather', 'MultimediaShare']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,- Rains lash disaster-weary Philippines as typhoon nears ....... #changepenang #RCIsaba...
18,541141191325020161,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hey check this out
19,541140874529619968,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#syracuse 600,000 flee as Philippine villages brace for Typhoon Hagupit"
20,541141251077443584,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'SignificantEventChange', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overnight: #Hagupit strengthens to super typhoon again. 150 mph max sustained winds. #prayer #RubyPH
21,541138577779081216,typhoonHagupit2014,typhoonHagupit2014,"['Weather', 'MultimediaShare']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,&lt;&lt;Special Information for the Philippines - #5&gt;&gt; Typhoon #HAGUPIT (T1422/22W/RubyPH) is disturbed by land...
22,541138400724910080,typhoonHagupit2014,typhoonHagupit2014,"['Weather', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Video: Greg Postel of Weather Channel discusses Typhoon Hagupit For more on the storm’s impact and what the...
23,541099561729531904,typhoonHagupit2014,typhoonHagupit2014,['Weather'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weakened Typhoon Hagupit forecast to enter East #Vietnam Sea next week
24,541103479586963457,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#PrayForThePhilippines #PrayForVISAYAS that's where allllll my relatives live.
25,541142318447734784,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#WeloveKingTH and #RubyPH are trending now on twitter
26,541139476048003072,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"To all of my new friends who live in the Philippines, I wish you safe passage through the approaching Typhoon. Be..."
27,541138602248245248,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid', 'ContinuingNews']",1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Typhoon Hagupit evacuation steps up - #bbcworldnews #globalnews #worldnews
28,541100018053025792,typhoonHagupit2014,typhoonHagupit2014,"['Weather', 'MultimediaShare']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“: Super #typhoon will impact 30 million in the #Philippines ... catastrophic damage ”
29,541141199591972865,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I hope this typhoon #rudyph will bring less damage to Philippines when it make landfall tomorrow. Amen :(
30,541141263668748288,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tacloban fisherman on Hagupit: 'We fear this typhoon will destroy everything'
31,541139384158801920,typhoonHagupit2014,typhoonHagupit2014,"['MovePeople', 'ThirdPartyObservation', 'MultimediaShare', 'Factoid']",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: Mass evacuations underway in #Tacloban for Typhoon #Hagupit #RubyPH
32,541141800619372544,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,- Rains lash disaster-weary Philippines as typhoon nears ....... #changepenang #RCIsaba...
33,541139495442075648,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FollowMe-&gt; #Wascarx7 Typhoon Hagupit Heads Menacingly Toward Philippines - Wall Street Jo... FollowMe-&gt; #Wascarx7
34,541140762079948800,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,How 'Hagupit' became int'l name for a cyclone via
35,541139117183336448,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BlessedDay Derick I can't sleep seen the twitter some people in PHILIPPINES suffering from strong typhoon. God bless
36,541143398929813504,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"600,000 flee as Philippine villages brace for Typhoon Hagupit"
37,541100235510927360,typhoonHagupit2014,typhoonHagupit2014,"['Factoid', 'ContinuingNews']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#Philippines prepares for #Typhoon #Hagupit as 500,000 people flee coast"
38,541099261123784705,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid']",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Minor landslide in San Julian, a town in Eastern Samar, has been cleared. Entire province without power ahead of #Hagupit--Cong. Evardone."
39,541103383286153216,typhoonHagupit2014,typhoonHagupit2014,"['Weather', 'MultimediaShare', 'Factoid', 'Sentiment']",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500,000 flee as Super Typhoon Hagupit approaches the Philippines! Over 150 mph wind! God Save Them! #Hagupit"
40,541100803902414849,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'MultimediaShare']",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#HAGUPIT was located at about 140 km away from the coast of #Samar at noon... Sea level pressure fell below 1000...
41,541139228042620928,typhoonHagupit2014,typhoonHagupit2014,['Advice'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRISCILLA AHN's show scheduled for tomorrow night at Hard Rock Café Makati has been cancelled due to typhoon Hagupit. Stay safe everyone!
42,541143081123205121,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Typhoon Hagupit triggers massive evacuation in Philippines: MANILA: More than half a million people in the Phi...
43,541141817081614337,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Typhoon Hagupit: More than half a million Philippines residents flee storm surge - The…
44,541100743558987777,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Factoid']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Welcome to Maestro Perostar's Blog: Another Typhoon Hagupit triggers massive evacuation in...
45,541100370286878720,typhoonHagupit2014,typhoonHagupit2014,"['Weather', 'MultimediaShare']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cnnbrk Rain lashed parts of Philippines Saturday as Typhoon Hagupit barreled toward the coast.
46,541101509673369600,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peppermint chocolate cookies! #festive #holidays #hagupit sagad ngd !
47,541141988205408256,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strong winds is hitting the #Philippines as Typhoon #Hagupit approaches the coast.
48,541143223263952897,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Factoid', 'KnownAlready']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"PAGASA: At 3:37pm, typhoon Ruby (Hagupit) was located 109 kilometers East of Dolores, Eastern Samar."
49,541142684061024256,typhoonHagupit2014,typhoonHagupit2014,"['MovePeople', 'Advice']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Evacuate all affected areas that is in path with the Super Typhoon Hagupit or Ruby in which it is under Signal no. 3. Please Save your Life.
50,541138692912320512,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippines Braces for Arrival of Typhoon Hagupit - New York Times #Typhoon
51,541140509712846848,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'Advice']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2pm T.Hagupit near 12.1N 126.6E aprox 180NM ESE Legaspi City track 265 max 135knts. Northern and Eastern Samar: brace! brace!
52,541140108398055424,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'SignificantEventChange', 'MultimediaShare', 'Factoid']",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Typhoon Hagupit evacuation steps up.
53,541139754814025728,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Over half a million people have left their homes as Powerful Typhoon Hagupit nears Philippines
54,541139225744125953,typhoonHagupit2014,typhoonHagupit2014,['Discussion'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"as Ruby makes landfall? Or as Pia said ""hours before""? Be accurate w/ tweets. Info re TIME of landfall is TOO impt. #RubyPH"
55,541107524259545088,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,In December 7: Bangtan: Wassup Philippines! Typhoon Ruby: Your in danger tonight! ARMYs: Click click! Bang bang!...
56,541143451748675584,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Please! Pray for all the people that is now being affected by the typhoon #RubyPH
57,541142565421326336,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Top story: : 'Our high resolution forecast model showing #Hagupit… , see more"
58,541142892547297280,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep safe everyone #RubyPH #Hagupit #typhoon #Mandaue
59,541140145567977472,typhoonHagupit2014,typhoonHagupit2014S1,"['ThirdPartyObservation', 'Weather', 'Factoid', 'Hashtags']",1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Expected Path Map of Super #TyphoonHagupit
60,541138959506493441,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#SuperTyphoonHagupit #PrayForThePhilippines nobody deserves to be killed by Mother Nature
61,541143310866608128,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'KnownAlready']",1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,#Typhoon #Hagupit - latest satellite loop as it bears down on the #Philippines -
62,541099151904083970,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-everybody needs to get their check books out, this will be a whopper. The Philippines will need help."
63,541141462549671936,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oh wow... its gonna pass really really close... 󾍁󾍁󾍛#hagupit
64,541143208550334465,typhoonHagupit2014,typhoonHagupit2014,"['FirstPartyObservation', 'Weather', 'MultimediaShare', 'Factoid']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,My office for this morning. #Hagupit winds lvl: 10000x
65,541142747768311808,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pray 4Us...Typhoon Commin Around Again #Philippines
66,541140606303875072,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Typhoon Hagupit - Rain lashed parts of the Philippines on Saturday as Typhoon Hagupit barreled toward the coast, b..."
67,541142206980325376,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lord spare your people in the Philippines from this Super Typhoon Hagupit. In Jesus' name we pray. - Amen
68,541139141917147137,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'EmergingThreats', 'Advice']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,JTWC Warning # 22 TYPHOON 22W (HAGUPIT) WARNING NR 022 01 ACTIVE TROPICAL CYCLONE IN NORTHWESTPAC MAX...
69,541107621772525569,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watching #Grimm before typhoon #hagupit arrives.
70,541099467320356864,typhoonHagupit2014,typhoonHagupit2014,['Weather'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rains Lash Disaster-Weary Philippines as Typhoon Nears #World #Politics
71,541142393555550208,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid', 'ContinuingNews']",1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Typhoon Hagupit evacuation steps up
72,541141005387300864,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Typhoon barrels toward Philippines
73,541140044447092737,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'SignificantEventChange', 'MultimediaShare', 'Factoid']",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BBC News - #Philippines Typhoon #Hagupit evacuation stepped up
74,541143901885976578,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Millions evacuate as typhoon bears down on Philippines.
75,541149802235703296,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch Typhoon #Hagupit take over the seas
76,541144417994678274,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid']",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“: #RubyPH to landfall in 4-6hrs in Eastern Samar ct ”
77,541151847755423744,typhoonHagupit2014,typhoonHagupit2014,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stay strong, stay safe #Philippines. I'm thinking of you. #HagupitPH"
78,541145316586958848,typhoonHagupit2014,typhoonHagupit2014,"['FirstPartyObservation', 'Discussion']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Since our area is prone to flooding, everyone at home is moving and packing stuff in preparation for the storm's landfall later. #RubyPH"
79,541148360699576320,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,- Typhoon Hagupit triggers massive evacuation in Philippines ........ #changepenang #RCIsabah #justice4saiful .....
80,541144478816669696,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Factoid']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"More than 600,000 flee as typhoon blows near eastern Philippines,"
81,541148775772082176,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Factoid']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hundreds of thousands flee approaching typhoon in Philippines
82,541147366879801346,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,() Typhoon Hagupit/Ruby in Leyte: Images and updates from folks on the ground ... (Via )
83,541145275474014208,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Christmas is the Last Thing on our Minds here in The Philippines, #Hagupit"
84,541146794873196545,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#Typhoon #Hagupit/blog/51602/#Climate #Polluters
85,541152577232990208,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#Philippines gets an early taste of Typhoon #Hagupit
86,541147038704881664,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFP PRAYER ALERT!!! Extremely catastrophic Super Typhoon Hagupit (Ruby) gradually weakens but maintains its west-northwest track across
87,541146092016922624,typhoonHagupit2014,typhoonHagupit2014,"['InformationWanted', 'Weather']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,", , whats your latest on Typhoon #Hagupit?"
88,541144337606660096,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOTD 47 (Made with tweegram app) #haiku #typhoon #ruby #philippines
89,541144924620484609,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'ServiceAvailable']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ready to respond&amp;assist areas affected by #Hagupit.To arrange for interviews,contact Mimi Maitem 09996739099"
90,541148205682290688,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE VIDEO MOST WANTED #Can2015 #LUV3rdWin #LUV3rdWin #AssertControlAteneo #RubyPH #GeorgeVersionYouGotItAll
91,541146156764758017,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#Philippines government using truck provided by Islamic Relief to evacuate families. #hagupit
92,541147836826800128,typhoonHagupit2014,typhoonHagupit2014,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#RubyPh can't stop us! 3rd batch of customers for today. Thank you so much for shopping with us…
93,541147590390059009,typhoonHagupit2014,typhoonHagupit2014,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Typhoon Hagupit moving towards landfall: CNN’s Andrew Stevens reports from near Tacloban, Philippines, where t..."
