,tweetids,topics,alltopics,categories,ThirdPartyObservation,Factoid,ContinuingNews,EmergingThreats,Advice,PastNews,Irrelevant,Sentiment,Discussion,SearchAndRescue,FirstPartyObservation,Donations,MultimediaShare,Volunteer,GoodsServices,MovePeople,Official,ServiceAvailable,CleanUp,InformationWanted,SignificantEventChange,KnownAlready,Weather,Hashtags,Unknown,cleanedtweets
467,353197629645135872,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Sign on CP Rail float - ""safety first."" Not sure how that will go over. #abflood #chlive #bonnybrook"
468,353265988403335168,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Flood? What flood? #yycisopen RT : Great photo! RT : http…
469,353320136897343488,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ContinuingNews', 'Sentiment']",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Camera crew has already arrived to shoot the impending disaster. (Fingers crossed no) #yycflood #yyc
470,353325488816664576,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calgary can't catch a break... Flash flooding tonight.
471,353330295505813504,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: If we put up a swear jar around Taylor Field we'd pay for Alberta flood relief real quick. #FamilyAtmosphereReally #Riders
472,353350927291387904,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOL. RT : Wash, rinse, repeat!!!! #yycflood"
473,353514098262155264,albertaFloods2013,albertaFloods2013,['Advice'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"One end of Canada has major floods and the other side has huge forest fires, who doesn't believe in global warming now?"
474,353536558781038592,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woodstock Ontario is doing a free #stampedebreakfast today with donations to #Calgary flood relief. How great is that!!
475,353540459466989568,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Update fr volunteer fr #NewBrunswick: MT : Preparing to help in High River #ABFlood
476,353568968151277570,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calgary Flood 2013: Geoengineered Disaster: via
477,353722446152601600,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Just advised that raised ~$4000 from amazing donors at the PM's #stampede101 BBQ! #yycflood
478,354033101464272896,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Update on Alberta Flood Relief via And #abflood
479,354046170915545088,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"THIS is what ""getting dirty"" during the Stampede is all about! YaHOOO Linda! #highriver #abflood #stampede101"
480,354243307393662977,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: . We are doing a big comedy fundraiser for flood relief in Alberta tonight at the Gladstone hotel. Please RT ht…
481,354313666860023809,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jr.: “This is really bad, but it’s an easy way to make friends.” #abflood #HighRiver #floodrelief"
482,354314602164654081,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Because we needed more rain... #yycflood #abflood #abweather
483,354353156211224576,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BTW was referenced re train bridge collapse in Calgary after flood City could not inspect Might b starting point 4 research?
484,354362073314107395,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Sunnyside residents upset after houses flood for a second time: #yycflood #yyc
485,354376833048911873,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#Toronto appears to be getting storm right now with major flooding. Calgary thinks of you and feels your pain. Stay safe!
486,354391747989733376,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": BREAKING: Train stuck in flood water in Ontario, Canada; passengers stranded"
487,354395665473880065,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: TD Insurance says it will cover Calgary sewer backup claims #yycflood
488,354409733177884672,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": I got to a #yycflood fundraiser in yyz, only to discover the heavy rain in TO had flooded the venue. I like my irony a…"
489,354421829542223872,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Oh Toronto! Our hearts are with you! #yyc #abflood #BeSafe #yyz
490,354426766267383808,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: RT The Drake Hotel's Calgary Flood Benefit has been cancelled due to flooding. #nojoke #ironyFTW #floodto
491,354439470801616898,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pretty scary, the events of the last few days... Lac Megantic train, SFO crash, Toronto and Calgary floods... What's going on?"
492,354453345567649793,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"holy cow, Toronto, the flooding! #climate #flooding #Toronto #Canada"
493,354641531375849472,albertaFloods2013,albertaFloods2013,['Advice'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Even if you THINK you know what it was like in #abflood #highriver you need to read this, it was and is much..."
494,354689577153343488,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"“: Heavy rainstorm in Toronto, Canada, causes sudden flooding - in pictures ” can it come here?"
495,354698997551734784,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Too soon for ticketing and towing in Mission. We are barely getting back to normal and still flooded out of parkade. #yycflood
496,354721734877904896,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SouthAmerican building at zoo closing.34 animals need home including sloths/gibbons/spider monkeys. #abflood you got room?
497,354803305706295298,albertaFloods2013,albertaFloods2013,"['Volunteer', 'ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CSNews: Country Singer Lends A Hand After Alberta Floods
498,354987137847934978,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hmmmm Well it is not as exciting as yours. Full of gratitude though for support in #HighRiver after the #abflood
499,355084001108692995,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"High River museum staff shocked at scope of flood destruction, Calgary Herald: #CRE"
500,355108688761065472,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,So my dad is the best. He had some free time so he headed to High River early this morning to help! #missionpossible #abflood
501,355185180283109378,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Disgraceful fundraising e-mail exploits Calgary flood victims. To be clear: they're raising money for themselves, …"
502,355385642844295168,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Didn't realize you had a concussion. How did it happen? Was referring more to the recovery in Calgary from the flooding. :)
503,355423135748730880,albertaFloods2013,albertaFloods2013,"['Donations', 'FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: #YYCFLOOD Request: Senior who lost everything needs household items
504,355472532058546177,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Alberta flood-area building rules may change, says Redford"
505,355502957535567873,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frustration from residents about how &amp; why decisions were made on July 5. Applause for residents. #yyc #yyccc #yycflood
506,355738488672485377,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Money Mentors Reaffirms Its Services and Advises Alberta Flood Victims. . #ab #finlit
507,355765575496122368,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": RUSH moved their Calgary show to Red Deer, will donate their appearance fee to flood relief &amp; pay their own expenses for …"
508,356249115857920000,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ContinuingNews', 'Sentiment']",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Looks like we raised thousands of $ at our #YYC SE #CPC #Stampede101 breakfast for Lac #Mégantic &amp; #ABflood relief. http:/…
509,356443085615538177,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ContinuingNews', 'Sentiment']",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Thanks to #Mississauga #CPC MPs for hosting a Stampede-style #ABflood relief fundraiser today!
510,356478426842017792,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Advice', 'Sentiment']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alberta floods could increase chance of finding fossils #radio #tech #news #rslink
511,356633364423389184,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: CBC Calgary: Alberta unveils new flood proofing rules....
512,356770161623183360,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strict new rules for homeowners in flood-prone areas. Do you agree with the ban? Vote in our poll #ableg #abflood
513,356933366219681792,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazing #fundraising #concert and #telethon announced today benefiting those impacted by #abflood!
514,356958972420431872,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Stage 4 of upcoming Tour of Alberta cycling race has been changed due to flood damage to area roads and bridges...more tonight…
515,347686624563429378,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Official', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,": Canmore, Alta. declares state of emergency due to flooding - with some residents being moved to community centre #Alberta"
516,347766337344503808,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": If you are in #Canmore and need help, an emergency line has been set up. Pls call 403-678-1551. #abstorm #abflood"
517,347783236191129600,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": GALLERY: Incredible photos of flooding around southern Alberta, inc. Canmore, Bragg Creek, Chain Lakes:"
518,347793432514801665,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Official', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,: Major risk of flooding in Calgary. Follow directions here: and stay tuned. Please RT widely. #YYC
519,347802211222433792,albertaFloods2013,albertaFloods2013,"['SearchAndRescue', 'FirstPartyObservation', 'EmergingThreats']",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: . and other volunteers now stranded inside High River General Hospital until water recedes. #abflood #ab…
520,347804916514951168,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lots of #abflood updates on our liveblog
521,347808955663257600,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ServiceAvailable', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,: Our first Emergency Shelter will be the Southland Leisure Centre. #yyc #yyccc #yycflood
522,347812738900320256,albertaFloods2013,albertaFloods2013,['FirstPartyObservation'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Move to high ground:' Rapid flooding forces evacuation of High River #yyc #Calgary #yycre #reincal
523,347815712670236672,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Due to widespread flooding parts of Calgary are being evacuated. Ppl are asked to find shelter and to be prepared for t…
524,347819248455913473,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": If you are in #Canmore &amp; need help, an emergency line has been set up. Please call 403-678-1551 #abstorm #abflood"
525,347828509512724480,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Advice', 'Sentiment']",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calgary is now in a local state of emergency. Lots of evacuations and road closures. Stay safe!! #yycflood #yyc
526,347831613293473793,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“: All people evacuating the flooding in Alberta can just use Taylor Halls forehead as a life raft and get to safety”
527,347834360541614080,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: The town of #Sundre has declared a state of local emergency due to flooding along the Red Deer River. #abflood
528,347834796774400000,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Water now flowing over the pathway to Prince's Island Park. #abflood
529,347835581105057792,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'Official', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,: Due to flooding a closure of the two eastbound lanes on Memorial Dr between 5A St and Centre St NW is planned. #yycflood
530,347839322420019200,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'MultimediaShare', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: RT Motorists contend with cascading water over Highway 3 by Crowsnest Lake #abflood
531,347851469103431680,albertaFloods2013,albertaFloods2013,"['FirstPartyObservation', 'ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Evac order only for affected areas or entire neighborhood (eg mission at 19 ave)? #yycflood map
532,347852572230553601,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall warning ended for Calgary but flooding potential still exists: #yyc
533,347866593793024000,albertaFloods2013,albertaFloods2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": City of Calgary expecting 75,000 to 100,000 people in #yyc will be forced from their homes because of flooding. #abflood"
