,tweetids,topics,alltopics,categories,Irrelevant,ThirdPartyObservation,ContinuingNews,Hashtags,Sentiment,MultimediaShare,Factoid,FirstPartyObservation,KnownAlready,Discussion,PastNews,GoodsServices,MovePeople,ServiceAvailable,Advice,Official,SignificantEventChange,InformationWanted,EmergingThreats,Donations,Volunteer,CleanUp,SearchAndRescue,Weather,Unknown,cleanedtweets
6291,266223745004351489,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,""": Magnitude 7.3 earthquake hits off Guatemala's Pacific coast - USGS"""
6292,266223887598108675,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'KnownAlready']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Revised (7.5 -&gt; 7.4): 7.4 earthquake, 24km S of Champerico, Guatemala. Nov 7 10:35 at epicenter (20m ago, depth 42km)."
6293,266224709694275585,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'KnownAlready']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Magnitude 7.3 earthquake hits off Guatemala's Pacific coast - USGS
6294,266224869056847872,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'KnownAlready']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Magnitude 7.5 quake hits off Guatemala’s Pacific Coast – USGS
6295,266224969720160256,guatemalaEarthquake2012,guatemalaEarthquake2012,"['Factoid', 'Official', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,": earthquake: M 7.4, offshore Guatemala"
6296,266225116524982274,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'KnownAlready']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": BREAKING: A 7.5-magnitude earthquake has hit off the coast of Guatemala, according to the U.S. Geological Survey."
6297,266225145910292480,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Magnitude 7.5 earthquake hits coast of Guatemala
6298,266225259143913472,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Strong quake hits off Guatemala
6299,266226701971898369,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,""": 7.5 earthquake off the coast of Guatemala (PWTA reports Mexico). No tsunami alert issued."
6300,266227834442371072,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Magnitude 7.5 earthquake strikes off Guatemala's Pacific Coast. No Tsunami warning issued. Details soon ...
6301,266228979466395648,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"BREAKING: 7.5 magnitude earthquake off coast of Guatemala, AP reports #Earthquake #Guatemala"
6302,266230288110206976,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Strong earthquake hits Guatemala coast - USGS
6303,266231957447376896,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Strong quake hits off Guatemala: An earthquake with an estimated magnitude of 7.5 hits off the Pacific coast of ... ht ...
6304,266232523657469953,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"*MAGNITUDE 7.5 EARTHQUAKE HITS OFFSHORE GUATEMALA, USGS SAYS"
6305,266232901157396480,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: ALERT: Strong earthquake reported in Guatemala
6306,266234029412605952,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Massive earthquake M 7.4 strikes Guatemala
6307,266234646004654080,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"good morning, John. A 4+ quake in Utah this morning also. And two 7+ offshore Guatemala. Mother Nature is restless. . . ~Bren"
6308,266235921073074177,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Earthquake in Guatemala, as seen in Montserrat:"
6309,266236344672583681,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Report: Strong quake off Guatemala is felt in Mexico City -
6310,266237863031615488,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Updated blog post: Report: Strong quake off Guatemala is felt in Mexico City - :
6311,266239632998555648,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Presidente Otto Pérez declares red alert in all of the country of #Guatemala. Insivumeh removed the tsunami alert.
6312,266240639631511552,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: 7.4 magnitude quake off Guatemala-Mexico coast: USGS
6313,266241994400092160,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": EARTHQUAKE ALERT: A magnitude-7.5 earthquake has struck off the Pacific Coast of Guatemala, the USGS reports,... ht ..."
6314,266244359991721984,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'Official', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,: 7.5 earthquake off the coast of Guatemala (PWTA reports Mexico). No tsunami alert issued.
6315,266250638852243457,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: My heart goes out to people in #Guatemala: A deadly 7.4 #earthquake hit earlier 101 miles WSW of Guatemala City; at least 10 ...
6316,266255437156986880,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8 people dead in Guatemala due to a 7.5 earthquake
6317,266256972284846080,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: At least 8 people reported dead following earthquake off Pacific coast of Guatemala
6318,266257366536839168,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Sad news to report from #Guatemala - at least 8 confirmed dead, possibly more, by this morning's major earthquake."
6319,266260734558740480,guatemalaEarthquake2012,guatemalaEarthquake2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,My prayers go out to the victims of the earthquake in Guatemala.
6320,266263947395624960,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Massive #earthquake in #Guatemala - Official death toll : 8 - 76000 people without #electricity -
6321,266269626495823872,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: 7.4-magnitude earthquake strikes Guatemala as part of its Mayan Apocalypse Devastation Tour 2012
6322,266269932671606786,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'KnownAlready']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eight dead in the 7.5 magnitude earthquake in Guatemala
6323,266270557606125569,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"#TopStories: Strong quake off Guatemala kills 8, felt in Mexico City - Reuters #MixAlotDjz"
6324,266275586610196481,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,I uploaded a video Earthquake Guatemala City
6325,266281408287358976,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'KnownAlready']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Damn there was an earthquake in guatemala :o
6326,266281894814023680,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'KnownAlready']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USGSEarthQuake:M 5.0, offshore Guatemala | | #earthquake"
6327,266281894834995201,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'Official', 'KnownAlready']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,": 5.0 earthquake, 41km SW of Champerico, Guatemala. Nov 7 13:55 at epicenter (33m ago, depth 35km)."
6328,266284273001197568,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.4-magnitude earthquake strikes Guatemala
6329,266285426447376386,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'ContinuingNews', 'KnownAlready']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Deadly quake rocks Guatemala
6330,266288664429068288,guatemalaEarthquake2012,guatemalaEarthquake2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biggest earthquake in Guatemala since '76..Hoping that mis guatemaltecos are #stayingstrong
6331,266289704603901953,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'KnownAlready']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,BBC News - Strong earthquake off Guatemala
6332,266291491385798656,guatemalaEarthquake2012,guatemalaEarthquake2012,"['Sentiment', 'Irrelevant']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Our thoughts are with the people who lost their lives in today's #earthquake in #Guatemala
6333,266292347027980288,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": AP VIDEO: A magnitude-7.4 earthquake struck off the Pacific coast of Guatemala this morning, killing at least 15: ..."
6334,266298097414586368,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,At least 10 dead in Guatemala quake—firefighters #Philippines #News #worldnews
6335,266298621698387968,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: RT : #Guatemala: Pres Otto Perez says over 100 people missing+15 dead after major #earthquake. At least 1 sch ...
6336,266303654892552192,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": 3 confirmed dead, up to 100 missing in #Guatemala quake . 7.4 quake destroys 30 homes in village of San Marcos. #USGS"
6337,266308075667988480,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: At least 29 people were killed after an #earthquake struck off Guatemala's coast.
6338,266309396882145280,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11/7/2012 -- 7.5M earthquake offshore Guatemala -- No Tsunami Warning: via
6339,266310487401185280,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Death toll in Guatemala quake rises to 18 - fire chief
6340,266311842144583680,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": 7.4 Magnitude Earthquake Rocks Guatemala, Killing 39 by"
6341,266331622507433986,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Strong quake off Guatemala kills 39, felt in Mexico City: GUATEMALA CITY (Reuters) - A strong earthquake off the..."
6342,266335158305685504,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Check this out: Powerful quake hits Guatemala, killing at least 39 [a link in my bio]"
6343,266338698302472193,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Powerful quake hits Guatemala, killing at least 39 - Houston Chronicle: CBS NewsPowerful quake hits Guatemala, k..."
6344,266341688832827392,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Strong earthquake hits Guatemala, killing 39: A strong earthquake off the coast of Guatemala on Wednesday shook ... ht ..."
6345,266348097720967168,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: RT : UPDATE: Guatemala president: earthquake kills at least 39 people: -CJ
6346,266357165814587392,guatemalaEarthquake2012,guatemalaEarthquake2012,"['Sentiment', 'Irrelevant']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,heart goes out to those who have been killed or hurt in guatemala.. R.I.P. #earthquake #2012
6347,266361213292789760,guatemalaEarthquake2012,guatemalaEarthquake2012,"['Factoid', 'Sentiment', 'Irrelevant']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,well your family in Guatemala thier was a 7.4 earthquake
6348,266368817595285504,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": UPDATE: Powerful earthquake strikes Guatemala border area near Mexico, killing at least 39 people."
6349,266370348486885376,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dozens killed in Guatemala quake: At least 48 people are killed and many more are missing after a 7.4-magnitude quake strikes off the...
6350,266376476377616384,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Magnitude-7.4 earthquake strikes off coast of Guatemala, reportedly killing at least 15"
6351,266380041519243265,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Quake Kills at Least 48 in Guatemala - Wall Street Journal: Wall Street JournalQuake Kills at Least 48 in Guatem...
6352,266380758745219073,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Strong earthquake off Guatemala kills at least 48: A strong earthquake off the coast of Guatemala killed at leas...
6353,266381928989589505,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Strong earthquake off Guatemala kills at least 48: A strong earthquake off the coast of Guatemala killed at leas...
6354,266383879311593472,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Guatemala Earthquake: At Least 48 Dead
6355,266384709779615744,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Quake Kills at Least 48 in Guatemala - Wall Street Journal: Wall Street JournalQuake Kills at Least 48 in Guatem...
6356,266388337869348864,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,BBC News - Home: VIDEO: Dozens killed in Guatemala quake: BBC News - Home ...
6357,266388799242772480,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Breaking News: Guatemala quake kills 39 injures 155: GUATEMALA CITY: A 7.4-magnitude earthquake struck off the P...
6358,266391231955873792,guatemalaEarthquake2012,guatemalaEarthquake2012,"['Sentiment', 'Irrelevant']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Praying for everyone affected by the earthquake in Guatemala, especially all my loved ones and family. Stay safe"
6359,266391722685235200,guatemalaEarthquake2012,guatemalaEarthquake2012,"['MultimediaShare', 'Sentiment', 'Irrelevant']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Sending out a prayer to those affected by the earthquake in Guatemala. // Article from :
6360,266395724034502656,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Powerful quake hits Guatemala, 48 dead: A 7.4-magnitude earthquake has rocked Guatemala, killing at least 48 peo..."
6361,266409837854863360,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'Sentiment']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Let's pray for our brothers and sisters in Guatemala. They got rocked by a 7.4 magnitude earthquake.
6362,266413008757075968,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Update: #Guatemala's President Molina says at least 48 people killed by #earthquake
6363,266420449456562176,guatemalaEarthquake2012,guatemalaEarthquake2012,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Guatemala quake kills dozens: A 7.4-magnitude earthquake hit Wednesday off the coast of Guatemala, near its bord..."
