,tweetids,topics,alltopics,categories,Irrelevant,ThirdPartyObservation,ContinuingNews,Hashtags,Sentiment,MultimediaShare,Factoid,FirstPartyObservation,KnownAlready,Discussion,PastNews,GoodsServices,MovePeople,ServiceAvailable,Advice,Official,SignificantEventChange,InformationWanted,EmergingThreats,Donations,Volunteer,CleanUp,SearchAndRescue,Weather,Unknown,cleanedtweets
10,204169428370325506,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Update: 5 killed by #earthquake in #Italy; all in the rural area of #Ferrara, Italian media reports"
11,204173614273146880,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Powerful quake kills at least 4 in northern Italy - Boston Herald
12,204177552707821570,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Powerful quake kills at least 6 in N. Italy - CBS News: Globe and MailPowerful quake kills at least 6 in N. Ital...
13,204180358730752001,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Reports: 3 dead in magnitude-5.9 earthquake that strikes near Bologna, Italy: -JM"
14,204195361726808064,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Strong quake hits Northern Italy, at least four dead: BONDENO, Italy (Reuters) - A strong earthquake rocked a large..."
15,204205109310259200,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Powerful quake kills at least 4 in northern Italy - Fox News #TFB
16,204205629408161793,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"“: 5.1 earthquake, northern Italy. May 20 3:18pm at epicenter (23m ago, 30km NNE of Bologna, depth 11km)."
17,204224277250195456,italyEarthquakes2012,italyEarthquakes2012,"['Hashtags', 'Sentiment']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I am #praying for #Italy today after the #earthquake last night.
18,204225816572346368,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quake kills at least 4 in northern Italy via
19,204228526117888001,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Italy quake occurred in low probability region according to this study: (Fig 1 has nice simplifi ...
20,204230694568869889,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy Earthquake: Finale Emilia Quake Near Bologna Kills At Least 4 (PHOTOS) via
21,204284922700103680,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Strong quake kills at least 4 in northern Italy
22,204287976182779904,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": 4.7 earthquake, northern Italy. May 20 7:37pm at epicenter (1h:28m ago, 43km N of Bologna, depth 21km). ..."
23,204342460191739905,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: RT : STOPPED TIME: The damaged clock tower of Finale Emilia in Italy after earthquake ...
24,204351842845589506,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: The earthquake that hit Italy is the beginning....
25,204352568430829568,italyEarthquakes2012,italyEarthquakes2012,['ThirdPartyObservation'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Watch: Italy's Earthquake Aftermath: CNN iReporter Luca Martini took these pictures in Ferrara, Italy following the..."
26,204357102486032384,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#News Italy quake victims given shelter via
27,204422667850358785,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massive earthquake in Italy equals a possible shortage of Parmesan cheese! Nooooo!
28,204455375045541889,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'MultimediaShare']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Earthquake in northern Italy. Seven months waiting time for Kukulcan's signal from Mexico.
29,204471661519585280,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Italy earthquake: Seven dead, 50 injured, authorities say | The Lookout - Yahoo! News via"
30,204555593724346369,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Italy Earthquake: Magnitude 6.0 Quake Leaves 7 Dead, Thousands Homeless [Video]: A powerful earthquake in northe..."
31,204590519710531585,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"just posted Video: Strong Earthquake Strikes Northern Italy, read it here:"
32,204618743152775168,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Italy earthquake: modern buildings, not ancient ones, pose biggest threat"
33,204795004588261376,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Italy earthquake: modern buildings, not ancient ones, pose biggest threat ( video) - :"
34,204972050371190784,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": #terremoto Ml:2.8 2012-05-22 16:18:40 UTC Lat=36.68 Lon=14.61 Prof=11.0Km Prov=Sicily, Italy"
35,204994779308769280,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy earthquake hits parmesan production - :( via
36,205024114245771265,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Thank you for all of your concerns!! Earthquake was scary but thankfully everyone is ok. Praying for Italy
37,205105508925972481,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Italy declares state of emergency in quake zone - Khaleej Times RT
38,205210593039368192,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Italy quake: Low level of insurance claims expected #Insurance #Europe
39,205419045737086976,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": 4.5 earthquake, northern Italy. May 23 11:41pm at epicenter (18m ago, 34km N of Bologna, depth 9.1km). ..."
40,206243624919375872,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#EarthquakeDetector Alert #Alarm PGS047 NoCalibrationNeeded via #deal #terremoto #mexico #chile #italia #US #PR
41,206958078481006592,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": 1 OF 50 EQ'S IN ITALY TODAY - Earthquake - Magnitude 4.3 - SOUTHERN ITALY - 2012 May 28, 01:06 UTC:"
42,207372639281491968,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": LO ÙLTIMO: Sismo en Italia. 5.8 earthquake, northern Italy. (17m ago, 40km NNW of Bologna, depth 9.6km). ..."
43,207373847241035777,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": RT USGS: Italy hit by magnitude 6.0 earthquake, 32 miles north-east of Parma -"
44,207375013249155073,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Magnitude 5.8 #earthquake hits northern #Italy. Details soon:
45,207376661623226369,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#BBC #world New quake shakes northern Italy
46,207380457459953664,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: per favore togliete le password dalle linee wireless #bologna #terremoto
47,207392876819259393,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DTN Italy: Northern Italy hit by another earthquake, victims feared: Magnitude-5.8 quake comes nine days after t..."
48,207393052967440384,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.8-magnitude quake hits northern Italy, causes more buildings to crumble: - VW /via"
49,207397515706896384,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three dead in Italy quake - news agency [ #news]
50,207415207276978176,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'Sentiment']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""": New deadly quake hits north Italy "" Praying for the Italians."
51,207418692764581888,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: At least 8 people killed in quake in northern Italy.
52,207418898256105473,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Update: Agencies report strong earthquake that shook northern Italy has killed 'at least 6 people' -
53,207438942830731264,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": A 5.8-magnitude earthquake hit northern Italy, killing at least 8 . Are you there? Share your story"
54,207454197531156480,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hoping everyone will be OK... Earthquake in northern Italy kills at least 10 – via
55,207459377517572096,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Magnitude-5.8 quake hit Italy, killing at least 10 in a region still recovering from a fatal tremor on May 20: ..."
56,207462116393889792,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: This morning there was an earthquake in the north of Italy. #PrayforItaly
57,207464142213365761,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SECOND BIG QUAKE HITS NORTHERN ITALY, 10 DEAD"
58,207468177138003968,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latest update: #quake #Italy 15 dead 5000 people evacuated ...
59,207469489984507904,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,praying for those who died in the earthquake in N Italy Requiescant in pace
60,207475651387719681,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,are you guys ok??? I just heard there was an earthquake in Italy! please email me back if you can. send me a tweet whatever!!!"
61,207476829987155968,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANOTHER ONE? RT Italy rocked by 5.8 earthquake; 9 dead
62,207478297993551874,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#Canadian citizens affected by #earthquake #Italy, contact Embassy (39)06-854-442911 or .gc.ca #terremoto"
63,207478482547113986,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake in Italy: 15 dead; anger rises over reoccupied buildings: via
64,207480101569433600,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#fear #earthquake What is happening to our Italy? To our world? No one in the world seems to care about....
65,207483301789839362,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake in northern Italy kills at least 15
66,207486225244897280,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“: In pictures: #Earthquake in #Italy #terremoto”
67,207503556092239873,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"niall, today in italy there was an earthquake. :c"
68,207504025866870784,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Please join us in praying for those affected by today's earthquake in Northern Italy
69,207504504030105601,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“ Earthquake in italy…Children being slaughtered in Syria…. Pray for the world!”
70,207532425486671872,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Death toll rises to 15 in Italy quake: A strong earthquake rocked northeastern Italy today, killing at least 15 ..."
71,207546048615424000,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Double quake highlights Italy's seismic perils - AFP: AFPDouble quake highlights Italy's seismic perilsAFPPARIS ...
72,207555909390569472,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Double quake highlights Italy's seismic perils: Two killer earthquakes that struck northeas...
73,207558480511512576,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy Quake Strikes Already Battered Region
74,207567443726581761,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,At least 17 dead after Italy quake; thousands homeless: Rescue workers combing through the rubble of Italy's lat...
75,207588310409953280,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": YOU KNOW WHAT SUCKS? THE FACT THAT YOU IGNORE US IN ITALY, THIS EARTHQUAKE IS DEVASTING US AND YOU DON ..."
76,207603338601168896,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DTN Pakistan: 6-magnitude quake kills 15 in Italy: CAVEZZO - At least 15 people were killed and many buildings d...
77,207704417108103169,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DTN World News: Old woman polled out alive in Italy earthquake - Xinhua: woman polled ...
78,207738428740206592,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Have a thought for the earthquake victims of 'Emilia, Italy.thanks!"
79,207740311965929472,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy quake kills at least 16 - Mohave Valley News: quake kills at least 16Mohave Va...
80,207759840666333186,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EvillySexyBitch RT- 15 Killed in 5.8-Magnitude Quake in North Italy - David Icke Website
81,207761270907224064,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Search on for 1 missing in Italy's 2nd May quake
82,207769466594004992,italyEarthquakes2012,italyEarthquakes2012,"['FirstPartyObservation', 'MultimediaShare']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#terremoto #earthquake helicopter video
83,207811501887721472,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,News: Italy rescuers pull woman from quake rubble - Reuters
84,207826383290896384,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 May 2012 Italy: Earthquake (IB300512IT) Information Bulletin n° 1 #Terremoto
85,207898768610312192,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIDEO - Italy quake: Rescue operation goes on
86,207946554282213379,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Please,solidarity for those affected by the earthquake in Italy!!!"
87,208245939524214784,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we are here in Italy that we are afraid of another earthquake and you're there quietly watching the dvd .. not true
88,209395929592238081,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.1-magnitude #quake hits #Italy, some damage reported rt #news"
89,209445258801577984,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITALY = OBRIVAETSA HEART BLOOD-heart aches for Italy LADY GAGA AND VIKTOR REBEL.ROME, June 4 - An earthquake with magnitude 5.1"
90,209549344649646080,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,So our final high school excursion to Italy got cancelled because of the earthquake #FML
91,209669230440873984,italyEarthquakes2012,italyEarthquakes2012,['Sentiment'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Italy's been shaky recently. Could a quake lead to the fall of Rome? |
92,209720371585363968,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#europe Quake risks are crippling Italy’s biomedical industry: The rich biomedical industry nestled around... #news
93,210224065552719872,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"earthquake - M 4.4, Northern Italy: 2012-06-06 04:08:33 44.58 12.17 10 km A"
94,210250279956905984,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“: A magnitude 4.5 #earthquake occurred in northern #Italy around 06:08am this morning #news”
95,204033969124155392,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": BREAKING NEWS: 6.3 magnitude earthquake strikes northwest of Bologna, Italy: USGS"
96,204034585670062080,italyEarthquakes2012,italyEarthquakes2012,['ThirdPartyObservation'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Strong earthquake, NORTHERN ITALY, May-20 02:03 UTC, 261 #terremoto tweets/min,"
97,204039874679025664,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": 5.9-magnitude earthquake strikes near Bologna, Italy (the earthquake had initially registered at magnitude 6.3) ..."
98,204046325518577664,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.9-magnitude earthquake strikes near Bologna, Italy Full Article: A 5.9-magnitude earthquake struck near Bologna…"
99,204049387389857792,italyEarthquakes2012,italyEarthquakes2012,"['ThirdPartyObservation', 'KnownAlready']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: 5.1-magnitude aftershock hits northern Italy - USGS #terremoto
100,204083688382799872,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#InstantFollowBack Quake hits northern Italy, one dead #TFB #FF #F4F #TFW"
101,204085705847226368,italyEarthquakes2012,italyEarthquakes2012,['Irrelevant'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Strong Quake Hits North Italy, at Least Three Dead"
