,tweetids,topics,alltopics,categories,ThirdPartyObservation,Factoid,ContinuingNews,EmergingThreats,Advice,PastNews,Irrelevant,Sentiment,Discussion,SearchAndRescue,FirstPartyObservation,Donations,MultimediaShare,Volunteer,GoodsServices,MovePeople,Official,ServiceAvailable,CleanUp,InformationWanted,SignificantEventChange,KnownAlready,Weather,Hashtags,Unknown,cleanedtweets
1170,297489085273079808,queenslandFloods2013,queenslandFloods2013,"['EmergingThreats', 'Official', 'Hashtags', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,FLOOD WARNING FOR THE DAWSON AND FITZROY RIVERS http:// #bigwet Issued at 8:34 am EST
1171,297574862954844160,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'ContinuingNews', 'Sentiment']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Deputy Premier Jeff Seeney on rural towns and #qldflood disaster: ""..they felt abandoned, they were isolated"""
1172,297613274399272960,queenslandFloods2013,queenslandFloods2013,"['Factoid', 'ContinuingNews', 'Sentiment']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"so 15,000 farmed crocodiles have escaped in the Queensland floods after walls breached by floodwater.....eeeeeeekkkkk"
1173,297677740839153664,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,: Don't know what's worse. Insurance companies deserting #flood victims or their pathetic excuses for doing so #bigwet. ...
1174,297677816357597184,queenslandFloods2013,queenslandFloods2013,"['MultimediaShare', 'Official', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,After #bdbflood Sunrise #bundaberg #qld Feb02 #burnett_river highlighting #qldfloods ravaged banks © #bigwet
1175,297693561779003392,queenslandFloods2013,queenslandFloods2013,"['Donations', 'Hashtags', 'Advice', 'Discussion', 'Irrelevant']",0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,the other 2 3rds are probably looking for dry ground #QLDFLOODS # donate #toughtimes
1176,297836172305125376,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"came to visit friends &amp; consider moving here. Floods, loss of food &amp; $, stranded in 1 room with 2 small kids, NO support"
1177,297864009913360384,queenslandFloods2013,queenslandFloods2013,"['Official', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Police: Latest road information, have a look at the State Highways and Motorways report #bigwet #qldtrafficDMR - Traffic &amp; Travel Informa..."
1178,297884494873108480,queenslandFloods2013,queenslandFloods2013,"['MultimediaShare', 'CleanUp', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,Pics from Laidley clean-up. Still a long way to go till the community gets back to normal #bigwet #qldfloods
1179,297997619442098176,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The story on the QLD Floods, crying my eyes out! The crew of rescuers on that Capricorn chopper are true blue heroes #SN7"
1180,298091039175081989,queenslandFloods2013,queenslandFloods2013,"['MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Heartstopping Rescue of Toddler Trapped in Flood in Australia: via
1181,298174971417612290,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,End of an era as Mundubbera Bowls Club members fear they can't recover from Queensland 2013 floods | The Australian:
1182,298204356677890048,queenslandFloods2013,queenslandFloods2013,"['Factoid', 'Official', 'Hashtags', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"#bigwet: Crews restored power to 1,295 customers affected by the severe weather generated by Ex-Tropical Cyclone Oswald yesterday."
1183,298243938328932352,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,does anyone have confirmation that the Category C provisions of the #NDRRA have been granted by the Feds in certain regions? #qldfloods
1184,298311265317707776,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Looking forward to joining the insurance industry meeting with Queensland Treasurer tomorrow, to explain the industry response to floods."
1185,298313161151488000,queenslandFloods2013,queenslandFloods2013,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Most major freight routes are open now but there's lots of road repairs needed after Qld's flooding - Qld Country Hour ...
1186,298341430756265985,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,#PMAANZNews Heartbreak as Queensland flood impact assessed #freshproduce
1187,298418580767252480,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qld's Flood Appeal Committee Desperate Plea To Big Business For Donations Because Newman wont look after his own this is crazy stuff
1188,298435026637451265,queenslandFloods2013,queenslandFloods2013,"['Donations', 'Official', 'Irrelevant']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Donations to Queensland flood appeal fall short of expectations :
1189,298618057666998272,queenslandFloods2013,queenslandFloods2013,"['ServiceAvailable', 'Advice']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Emergency payments to flood victims in Qld will start immediately. App forms available from tomorrow or 1800 811 700.
1190,298649594626183168,queenslandFloods2013,queenslandFloods2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,#qldpol #auspol : Qld's Flood Appeal Committee Desperate Plea To Big Business For Donations:
1191,298654954967670786,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New post: After Heatwaves and Flooding, January Declared Hottest Month on Record in Australia"
1192,298671019160391680,queenslandFloods2013,queenslandFloods2013,['Unknown'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Qld to discuss flood funding with Ludwig: The Federal and Queensland governments are expected to get the ball ro...
1193,293071229055799297,queenslandFloods2013,queenslandFloods2013,"['Weather', 'MultimediaShare', 'Hashtags']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,VIDEO - A world of contrasts. We freeze whilst Australia swelters &amp; is threatened by flash floods: #weather #geography
1194,293186081652871169,queenslandFloods2013,queenslandFloods2013,['ContinuingNews'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Probe opens way for Queensland floods class action - The Australian: Brisbane TimesProbe opens way for Queenslan...
1195,293237197652520960,queenslandFloods2013,queenslandFloods2013,"['Weather', 'Factoid', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,: Predicted rainfall over the next 48 hours in FNQ. It's gonna get very wet.#bigwet
1196,293253358318391297,queenslandFloods2013,queenslandFloods2013,"['MultimediaShare', 'Official', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,: Thousands of Queensland flood victims join possible class action against State Government
1197,293266591339147264,queenslandFloods2013,queenslandFloods2013,"['ContinuingNews', 'Sentiment']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Qld floods class action 'could set record' #qld
1198,293803277689180160,queenslandFloods2013,queenslandFloods2013,"['ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queensland flood victims join action against Government: -- Delivered by Feed43 service
1199,293846957166833664,queenslandFloods2013,queenslandFloods2013,"['Weather', 'EmergingThreats', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Current centre of Ex-TC Oswald is 40km WNW of Cooktown and moving in a SSE direction at about 18 kilometres per hour. #bigwet #qld
1200,293904771461562368,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,: #bigwet Bruce H'Way Tully to Silky Oak closed.
1201,293925403238748161,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"#QLD Police: #bigwet Bruce H'Way near Mobil Service Station &amp; Butler St, Tully..."
1202,293961394578128896,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'Advice']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PLEASE be patient &amp; drive carefully - it's better to arrive home from work a little late today than not make it at all. #bigwet #cairns
1203,293965794398859265,queenslandFloods2013,queenslandFloods2013,"['EmergingThreats', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/16:03 EST Flood Warning - Coastal Rivers - North (QLD) #BIGWET #QLD UPDATED ITEM
1204,293978649948979201,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,: Water across several parts of Hugh Street. Avoid if possible. #townsville #nq #bigwet
1205,294218337645367297,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Ex-Cyclone Oswald flooding continues. Pic from Ingham, Queensland"
1206,294219100979343360,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"#QLD 24/08:19 EST Flood Warning - Macintyre, Weir &amp; Border Rivers (QLD): #QLD 24/08:19 EST Flood Warning - Macin..."
1207,294225799316373504,queenslandFloods2013,queenslandFloods2013,"['MultimediaShare', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,: MAP: New Bureau of Meteorology projection for rainfall across Australia Day Long Weekend #bigwet
1208,294240391300005889,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Latest road closures from Rockhampton Regional Council #bigwet
1209,294318355005968384,queenslandFloods2013,queenslandFloods2013,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"just saw the news, queensland is starting to flood, in between bushfires, cyclones, snow storms, and floods are..."
1210,294365138268614656,queenslandFloods2013,queenslandFloods2013,"['Discussion', 'Irrelevant']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,have you bunkered down Ali? #Bigwet
1211,294366161687150592,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,": The Bruce Highway has now been closed at 12 Mile Creek, Raglan. #bigwet #qldtraffic"
1212,294383769383739392,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'Factoid', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Police: The Burnett Highway, six kilometres south of Mt Morgan has water over it. Proceed with caution. #qldtraffic #bigwet ..."
1213,294405693010755584,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,: Up to 14 luxury yachts &amp; houseboats have been washed ashore in the Whitsundays #qld #tcoswald #bigwet
1214,294579706265751552,queenslandFloods2013,queenslandFloods2013,"['MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": RT As ex-cyclone Oswald brings flood chaos to Queensland, follow our live coverage:"
1215,294592310157647875,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'Factoid', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,: 20 swift water rescues in Central QLD overnight + more happening NOW. 280 SES jobs in past 24 hours. #bigwet ...
1216,294603387343892483,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ok there's huge flooding in Qld??! I'm only hearing this via twitter. Next stop - ABC News
1217,294609615847571456,queenslandFloods2013,queenslandFloods2013,"['Weather', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Queensland floods as cyclone sweeps past
1218,294626745422864384,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,floods in queensland? I think I heard that somewhere today. Hope Ʊ r good?
1219,294648903926681600,queenslandFloods2013,queenslandFloods2013,"['EmergingThreats', 'Hashtags', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,: RT : If you have your car at the #Rockhampton Airport please move it asap! the car park is likely to flood. #BigWet
1220,294649323357102080,queenslandFloods2013,queenslandFloods2013,"['ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: More news on our #NCCARF report RT: News: Queensland mines were not ready for floods ...
1221,294673100845490177,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'MultimediaShare', 'Official', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"The State Govt has ordered SEQ Water to release water from WIvenhoe to ""reassure"" residents. #bigwet"
1222,294675231556124672,queenslandFloods2013,queenslandFloods2013,"['ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rescues underway as central Qld floods - Herald Sun
1223,294677202899968001,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,: Want to know when the #BigWet will affect you? Sign up to Brisbane's Early Warning Alert Service: ...
1224,294706311365537792,queenslandFloods2013,queenslandFloods2013,"['Factoid', 'ContinuingNews']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Twenty rescued as floods sweep northeast Australia
1225,294716738371743744,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wow! So much water on the roads #bigwet
1226,294720815243612160,queenslandFloods2013,queenslandFloods2013,"['Weather', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,VIDEO: Tropical storm strikes Queensland: Tropical Storm Oswald's heavy rains have caused record amounts of flooding to Queensland.
1227,294748434739630080,queenslandFloods2013,queenslandFloods2013,"['ThirdPartyObservation', 'Hashtags', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,": RT The remains of Tropical Cyclone #Oswald trigger widespread flooding in #Queensland, #Australia: ..."
1228,294752738095554561,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,can we please just have one nice Australia Day. Past two years were floods and now cyclone warning yay -.-
1229,294763987239854080,queenslandFloods2013,queenslandFloods2013,"['EmergingThreats', 'Hashtags', 'ContinuingNews', 'Advice']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BANANA SHIRE - CALLIDE CREEK - Get to higher ground now #bigwet #qldfloods #qld
1230,294765144850984960,queenslandFloods2013,queenslandFloods2013,"['ThirdPartyObservation', 'EmergingThreats', 'Hashtags', 'ContinuingNews']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,: “: Emergency flood alert for Callide Crk - residents to move to higher ground #bigwet #qld”
1231,294767623667855360,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Left it too late to build an Ark. #Bigwet
1232,294839698591981568,queenslandFloods2013,queenslandFloods2013,"['MultimediaShare', 'ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: #Queensland hit by flash flooding. Brisbane is next in line:
1233,294872292545155072,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hey ,,, no service in Boyne/Tannum Qld... Too wet and windy ?? #bigwet #flatmatestelstrabroadbandworking #howtocontactwifey??"
1234,294888574833270784,queenslandFloods2013,queenslandFloods2013,"['EmergingThreats', 'Hashtags', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Record floods in #Queensland #Australia #bigwet “: A flooding EMERGENCY ALERT has been issued for Gladstone. ”
1235,294890223207337984,queenslandFloods2013,queenslandFloods2013,"['MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Live coverage: SE Qld on flood alert - ABC Online: coverage: SE Qld on flood alertABC...
1236,294896032305799168,queenslandFloods2013,queenslandFloods2013,"['Official', 'Hashtags', 'Advice']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,: A heads up for boaties in SEQ if you haven’t already now is the time to check those moorings or anchors! #bigwet
1237,294936935150006272,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'Advice']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,QPS Facebook page has changed URL since two years ago. Good resource for #bigwet #qldfloods information. New page:
1238,294959261455372288,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Update. We have two road crashes, Peachester Road, QFRS responding Horsecamp Road Swiftwater incident #bigwet"
1239,294960435843719169,queenslandFloods2013,queenslandFloods2013,"['ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Emergency flood alerts issued for towns in Queensland, Australia; residents urged to get to higher ground - ..."
1240,294976487440920576,queenslandFloods2013,queenslandFloods2013,"['ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#leimo Qld residents prepare for storm tides: EMERGENCY flood alerts ha...
1241,294978668491599872,queenslandFloods2013,queenslandFloods2013,['Irrelevant'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: can we borrow him? there's a leak in Wivenhoe Dam he would bung nicely :) #Qldfloods
1242,294981885501796352,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Qld coastal cities face a 1 in 100 year flood. Haven't had one of them for at least 3 years. But as you were - no climate ...
1243,294998411080507392,queenslandFloods2013,queenslandFloods2013,"['EmergingThreats', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FLOOD WARNING FOR THE CONNORS, ISAAC, DON, DAWSON AND FITZROY RIVERS #bigwet Issued at 12:29..."
1244,294999522558504960,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Reports of Road Traffic Crash ▶ Possible Entrapment ▶ Canando St &amp; Daguilar Hwy Woodford #bigwet
1245,295000478855593985,queenslandFloods2013,queenslandFloods2013,"['MultimediaShare', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Reports of Road Traffic Crash ▶ Nr Keefton Rd Bruce Hwy Gympie #bigwet
1246,295005935670280193,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,: ETU members Stanwell Power Station keeping the lights on in difficult conditions #qldpol #bigwet #q ...
1247,295017344139419648,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'ContinuingNews', 'Advice']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Homes spared from flooding for now - Sydney Morning Herald #qld
1248,295019969798868992,queenslandFloods2013,queenslandFloods2013,"['Hashtags', 'Advice']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"BREAKING: Premier says ""Situation has deteriorated"" in Central Qld. Gladstone has been Disaster Declared #bigwet"
1249,295019986576084992,queenslandFloods2013,queenslandFloods2013,"['Official', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Premier Newman: weather situation has deteriorated. #bigwet
1250,295020468925239297,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'Official', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"Newman says Bundaberg has been hit by a tornado. Buildings damaged, power lines down. Disaster declared. #bigwet"
1251,295020598957051904,queenslandFloods2013,queenslandFloods2013,"['SignificantEventChange', 'Hashtags', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Disaster declared in #bundaberg region after damage from #minitornado #bigwet
1252,295024369598607361,queenslandFloods2013,queenslandFloods2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Wow a mini tornado in Queensland and flooding. Can that now be declared as the unluckiest state in Australia now?
