,tweetids,topics,alltopics,categories,ThirdPartyObservation,Factoid,ContinuingNews,EmergingThreats,Advice,PastNews,Irrelevant,Sentiment,Discussion,SearchAndRescue,FirstPartyObservation,Donations,MultimediaShare,Volunteer,GoodsServices,MovePeople,Official,ServiceAvailable,CleanUp,InformationWanted,SignificantEventChange,KnownAlready,Weather,Hashtags,Unknown,cleanedtweets
10,232501180109058048,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'EmergingThreats', 'ContinuingNews']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near ..."
11,232502601978101760,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'EmergingThreats', 'ContinuingNews']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods ...
12,232502610396073986,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers. #TVDPHFamily"
13,232509631631618048,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'PastNews']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": The Great Manila Flood of '72, as recalled by a US Peace Corps volunteer"
14,232600203444760577,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Irrelevant']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"it's already Aug 7, around 6 am Manila time.. Rains flood our country.. it's 's day also, BEGIN is out now!"
15,232619669197053953,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": FLOOD ALERT: San Marcelino Taft Ayala, Manila, as of 6:37am not passable to all types of vehicles | via"
16,232628821180952576,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Chair was right, ""we can't control weather, so we need to make Metro Manila flood resilient"". Must spend on anti ..."
17,232629404185010178,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Don't gising me uuuuuuuuuuuup!!! #PinoyConyoLyrics parin. hope everyone in Manila is safe, heard the flood is gettin ..."
18,232631115448479744,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Surviving in the manila flood #morefuninthephilippines
19,232699017044312065,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Keep tweeting us so we can share updates with our followers. We're updating this list too. #rescuePH
20,232700514419216384,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": use #rescuePH hashtag to allow all media outlets to monitor tweets related to the floods, rescue operations. Thanks!"
21,232703387513282560,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippine capital hit by floods
22,232705409159426049,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews', 'Discussion']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whats the latest on #Manila floods situation?
23,232706738770563072,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'FirstPartyObservation']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#rescuePH rescue UST Hospital! oh pls. can't imagine those patients suffering from....ugh. :(
24,232707082707673088,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Philippine capital hit by floods
25,232708580057415681,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Philippine capital hit by floods: Flooding caused by torrential rain paralyses parts of Manila, forcing tens of ..."
26,232712153612820480,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#PrayForThePhilippines #RescuePH Stay Safe Guys. :)
27,232713407713927168,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flooding chaos in Philippine's capital: Flood waters were rising in parts of the Philippine capital on Tuesday a...
28,232717140661268480,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ingat kayo dyan if you need to be rescued tweet mo lang or #RescuePh
29,232718130487648257,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'FirstPartyObservation', 'EmergingThreats']",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A family needs to be rescued at 36 Road 3, Dona Petra, Concepcion Uno, Marikina City. They're stuck at the 2nd floor. Thanks #rescuePH"
30,232718143095721986,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: &amp; using #RESCUEPH as the unified hashtag for tweets re cri ...
31,232719346844176386,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": ""I'd rather have classes than seeing people of my country suffering and dying."" #PrayForThePhilippines #rescuePH"
32,232724287738482688,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'Advice', 'Sentiment']",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: UP campuses in Diliman and Manila should be opened as evacuation centers for families affected by floods. - UPM DSS Chair ...
33,232724610712473600,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Rescue and coordinating operations like today is where Twitter really stands out. #RescuePH
34,232725848011202563,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Walked thru flood waters? Take one dose of Doxycycline (200mg) to guard against leptospirosis /via #RescuePH
35,232726884021055489,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'ThirdPartyObservation', 'EmergingThreats']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Please send rescue team to 14P Diamond St. Cypress Village, Masambong QC. Family trapped in 2nd flr. Thanks! #RescuePH"
36,232727089537773569,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Hey guys! Use the hashtag #RescuePH for rescue operations and flood monitoring!
37,232727764824903680,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'ThirdPartyObservation', 'EmergingThreats']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOS!UST Hospital flood now on the 2/F.No food for the patients &amp; staff. Please RT! #Rescue5 #rescuePH
38,232729551585816576,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'FirstPartyObservation', 'EmergingThreats']",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: #RescuePH Rescue pls family trapped at Blk64 Lot2 Phase2 Dela Costa Homes V Burgos Montalban Rizal.Family of 4w/2 children. ...
39,232730042302619650,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'FirstPartyObservation']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Anyone from San Mateo, Rizal who can rescue this person? #rescuePH"
40,232730746958254080,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLSSSSSSS We Beg You RT : #rescuePH PLEASE DO RESCUE STRAY DOGS AND CATS also..
41,232731782972338176,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Flooding chaos in Philippine's capital: Flood waters were rising in parts of the Philippine capital on Tuesday a... http:/ ...
42,232735268413771776,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Netizens can now #rescuePH via Googledocs via . Let's avoid duplications.
43,232738053427458048,philipinnesFloods2012,philipinnesFloods2012,"['Donations', 'FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,": The flood victims of Manila need soap, pampers, water and hot food please. We are opening our Malate Branch http:/ ..."
44,232741585039790080,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Kalesas in Manila still trying to make a living despite floods | via
45,232743292146708480,philipinnesFloods2012,philipinnesFloods2012,"['Volunteer', 'ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: Want to donate or to volunteer? Check out this list: /via #RescuePH
46,232743942242844672,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'Factoid']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Some good news, 300 persons rescued from Tatalon QC. #RescuePH"
47,232745036968767489,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'FirstPartyObservation', 'EmergingThreats']",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Flood in the UST Hospital is now on the 2nd floor. No food for the patients &amp; staff. Pls. help! #rescuePH ...
48,232746320409006080,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Metro Manila flood updates: NLEX is now North Luzon Express River . PLS RT AND SPREAD.
49,232746374922375169,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flood can harm animals just as easily as it can harm people!Place horses to safer place &amp; not take advantage for money from this! #rescuePH
50,232751710081257472,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'EmergingThreats']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": FEU, Science Building. Help is needed. There are 39 stranded students in there. #rescuePH Please send people there t ..."
51,232752523788816384,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'EmergingThreats']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Please retweet! Teenager stranded in his house 8 st catherine street provident vill mrkna #rescuePH #PrayForThePhilippines
52,232753094197383168,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippine capital paralysed by floods - BBC News
53,232755824693501952,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Philippine capital hit by floods
54,232757363998871552,philipinnesFloods2012,philipinnesFloods2012,"['Donations', 'ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: All donations brought to LBC will be sent to PH Red Cross evacuation centers /via #ReliefPH
55,232757506621980673,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good news indeed! Ingat po. RT : Some good news, 300 persons rescued. from Tatalon QC. #RescuePH"
56,232758387409055744,philipinnesFloods2012,philipinnesFloods2012,"['Donations', 'Advice']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,": McDonald's stores open in Metro Manila are now accepting donations in kind (rice, noodles, canned goods, etc.) for flood vi ..."
57,232759456969134083,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'EmergingThreats']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PLEASE RT! A CERTAIN RODRIGO SALVADOR IS NEED OF RESCUE. HE IS WITH 6 KIDS, 9 OTHERS. 184 KALIRAYA ST., CLUSTER 12, TATALON #rescuePH”"
58,232761289905156096,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": ""For rescue needs, tweet the details of the person &amp; exact place with the hashtag #RescuePH. For relief efforts p ..."
59,232762292310269953,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": “Those who need rescue, put a white blanket on roof of house or out your window so rescuers can see you.” #rescuePH"
60,232763143774941185,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#reliefph RT Let's help our countrymen most affected by the floods. Donation boxes (cont)
61,232763366064680961,philipinnesFloods2012,philipinnesFloods2012,"['Donations', 'ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neil Gaiman, the author. RT : Sending love and worry to the Philippines. (WIll also send aid donation using #reliefPH info....)"
62,232764309770469376,philipinnesFloods2012,philipinnesFloods2012,"['GoodsServices', 'FirstPartyObservation']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,: University of Santo Tomas (UST) Hospital needs food for the patients and staff. #rescuePH
63,232764796330729473,philipinnesFloods2012,philipinnesFloods2012,"['Donations', 'ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: RT pls #ReliefPH All Ayala Malls accepting donations 4 flood victims.just go to concierge booths in Ayala Malls ...
64,232765387731787776,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'FirstPartyObservation', 'EmergingThreats']",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#rescuePH “: PLEASE HELP US SEEK RESCUE FOR OUR FRIEND!:( Jaja Vigilia, 09159166833, #3 Sampaguita St. IVC Marikina City"
65,232765744222449664,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": SMART subs, in case you run out of LOAD. you get a lifeline of few more texts... simply dial *767 (*SOS) #RescuePH"""
66,232768445379403776,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: YouScoop: UE students spent the night in Manila campus after flood prevented them from leaving .
67,232768722178285569,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Sending love and worry to the Philippines. (WIll also send aid donation using #reliefPH info....)
68,232770148241666048,philipinnesFloods2012,philipinnesFloods2012,"['GoodsServices', 'Donations', 'FirstPartyObservation']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,""":Drinking water needed for 20-30 ppl at #177 RP Palad St, Moras dela Paz, Sto Tomas,Pampanga #RescuePH #ReliefPH"""
69,232772820017491968,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": LGUs, schools extend class suspension until Wednesday #FloodsPH #WeatherAlert #noclasses"
70,232775399522828288,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: #RescuePH RT : If you know people who need to be rescued: PLEASE CONTACT COAST GUARD 0917-PCGDOTC (0917-7243682)
71,232775613436534784,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'FirstPartyObservation']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#RescuePH Christianne Mapue &amp; family , 63 Caridad St, Don Pedro Vil, Valenzuela City. 0917-5562046. Stranded in neck-deep flood."
72,232778876592463872,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Via MAnila and clark daw. But what about those who don't want to fly to manila and face the floods? Be considerate.
73,232780009046163459,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"please ""Join us as we make 6PM our time of prayer for our country. 5 minutes to go. #PrayForThePhilippines #rescuePH"""
74,232782278189793280,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Photo by Carlo Gabuco : Photo: Marikina river taken roughly at 5:45pm. #FloodsPH
75,232782752125177856,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: RT : No classes in Manila tomorrow. ALL LEVELS- Mayor Lim #floodsPH
76,232784652178427904,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: If you see animals or pets in need of rescue please contact PETA. Call 817-5292. Thank you. #rescueph #FloodMNL Pls RT
77,232785788818034689,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"oh,, Pray for philippine :"" RT "": SRENuest there's flood there :-("""
78,232786367640387587,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'FirstPartyObservation']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#rescuePH please help! stranded ang mga residente ng B53 L12 Teachers Village Catmon, Malabon! staying on top of their roofs!"
79,232787416207986688,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": I hope my fellow Pinoys are safe esp the ones who are involved in the heavy rain, flood, and landslide in Manila. :( #Pra ..."
80,232787630104915969,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BBC News - Floods paralyse Philippine capital Manila
81,232789869884227585,philipinnesFloods2012,philipinnesFloods2012,"['Donations', 'ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Please RT. Kindly course your donations through St.Scholastica's College Manila hotline: 567-7686 to 89 #rescuePH
82,232791665042128896,philipinnesFloods2012,philipinnesFloods2012,"['GoodsServices', 'SearchAndRescue', 'MovePeople', 'FirstPartyObservation']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,": Anyone near UST hospital? They need help badly. 2nd floor is flooded, patients &amp; staff have no food. #rescuePH"
83,232791925093175297,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“: Philippine capital hit by floods ” this is awful... Wiped out whole families - how lucky we all are in the UK
84,232791988016148480,philipinnesFloods2012,philipinnesFloods2012,"['SearchAndRescue', 'MovePeople', 'FirstPartyObservation']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,", ma'am Please R E T W E E T! UERM Staff &amp; patients are in need of immediate ACTION/HELP. #rescuePH #reliefPH"
85,232792755536027648,philipinnesFloods2012,philipinnesFloods2012,"['ThirdPartyObservation', 'ContinuingNews']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: reported “: #rescuePH Florentino bernardo and company: Antonette st.parkway villagd brgy apolonio samson. 09436051153
86,232792889791496192,philipinnesFloods2012,philipinnesFloods2012,"['Donations', 'ThirdPartyObservation', 'Advice']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: Flood Relief Information #RescuePH Check poster for donation drop offs. SHARE IF U CARE! ...
87,232793070146555904,philipinnesFloods2012,philipinnesFloods2012,"['Donations', 'FirstPartyObservation', 'Advice']",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,": To NGOs &amp; charity organizations: if not accredited by DSWD, pls consign your imported donations to DSWD.#ReliefPH | ..."
88,232793070121414658,philipinnesFloods2012,philipinnesFloods2012,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": Photo of the flood in Manila, Philippines. The University of Santos Thomas field. (9/7/12)"
