,tweetids,topics,alltopics,categories,ThirdPartyObservation,Advice,MultimediaShare,Factoid,ContinuingNews,Official,Weather,Sentiment,Discussion,Irrelevant,SignificantEventChange,MovePeople,KnownAlready,Hashtags,FirstPartyObservation,EmergingThreats,InformationWanted,ServiceAvailable,Donations,CleanUp,Volunteer,GoodsServices,PastNews,SearchAndRescue,Unknown,cleanedtweets
3953,403093044880101376,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Seven Days of Tragedy, 's deeply moving photos from Typhoon Haiyan"
3954,403094798078574592,typhoonYolanda2013,typhoonYolanda2013,"['ContinuingNews', 'Sentiment']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,- Grisly race to identify the Philippines' typhoon dead
3955,403104654688411649,typhoonYolanda2013,typhoonYolanda2013,"['ContinuingNews', 'Advice']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Pag-IBIG grants 3-month moratorium to typhoon-hit homeowners #YolandaPH
3956,403168840156454912,typhoonYolanda2013,typhoonYolanda2013,"['ServiceAvailable', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,": There is still emergency comms on 7.095, 7.119 &amp; 7.151 MHZ for #TyphoonHaiyan. All #HamRadio ops; Please keep those freqs clea…"
3957,403198581953146881,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'Hashtags', 'ContinuingNews']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,": Interactive map of #Philippines shows typhoon path, affected areas, aid hubs, supply routes: #Haiyan"
3958,403216810406727680,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,": Kids in the #Philippines need help. Im pledging $1,000 per pt Friday's game. Will u pledge w me? …"
3959,403249697927991296,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'ContinuingNews', 'Sentiment']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: THANK YOU to everyone who has donated to our Typhoon #Haiyan relief efforts. Your support is helping us save lives. http:…
3960,403292072976719874,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,: Millions have been affected by Typhoon #Haiyan. Help survivors w/ &amp; I’ll match your donation this week: http:…
3961,403352865223106562,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'Hashtags', 'ContinuingNews']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: MT : Packed with love: Ding hugs every relief pack she fills -Negrenses Volunteer Group #YolandaPH
3962,403365779510276096,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Twitch Store re-opened. 100% of ALL the profits go to Typhoon Haiyan aid. Purple, Red, Yellow, Blue t-shirts. GOGOGO! …"
3963,403406342607491072,typhoonYolanda2013,typhoonYolanda2013,"['ContinuingNews', 'Sentiment']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Was big story last week 1) Obamacare, or 2) Philippines typhoon?. MSNBC and Fox said 1), CNN and Al Jazeera said 2). http…"
3964,403413636485742592,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'Hashtags', 'ContinuingNews']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: People use shelter kits distributed by Plan to rebuild their houses in Hernani after #Haiyan/#YolandaPH.
3965,403539440460521472,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'ContinuingNews']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Just incredible RT“: Typhoon Yolanda wont stop the Filipinos from playing basketball.
3966,403561187922567168,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,I just donated to the #Typhoon Haiyan Appeal with #authorsforthephillipines Please donate at
3967,403612815619264514,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'Official', 'ContinuingNews']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippines government considers huge cost of rebuilding after Typhoon Haiyan | Watch:
3968,403633938104455168,typhoonYolanda2013,typhoonYolanda2013,"['ContinuingNews', 'Advice']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria Beckham Donates Dozens of High Heels to Help Raise Money for Typhoon Haiyan Victims
3969,403689936294924288,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'ContinuingNews']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Satellite Images Show Typhoon Haiyan's Devastation: New NASA satellite images of the Philippines shed more li...
3970,403763957359329280,typhoonYolanda2013,typhoonYolanda2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,My Heart goes to the victim of typhoon Yolanda..
3971,403781426622894081,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Great team thanks to you all for commitment to #disability in #Haiyan response
3972,403893297120178176,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'Hashtags']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,#David and #VictoriaBeckham sell designer clothes and shoes to #BritishRedCross in #Kensington 4 Typhoon Haiyan...
3973,404072469369069568,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,#collaborativecarnival open discussions and networking on relief &amp; rehabilitation start at 1pm! #reliefPH #yolandaph
3974,404174932042448896,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'Sentiment']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Gasol supports many causes, the magnitude of the Typhoon in the Philippines compelled him to help &amp; rally others to aide the re…"
3975,404405115450183680,typhoonYolanda2013,typhoonYolanda2013,"['ServiceAvailable', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Thank you #lbcexpress! For donating your shipping services for #TyphoonHaiyan donations
3976,404457418421071873,typhoonYolanda2013,typhoonYolanda2013,['Hashtags'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: LA Lakers' scores $24K for victims of #YolandaPH |
3977,404785475887452161,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Join us for Strength in Community a #Philippines typhoon relief telethon NOW w/
3978,404845873861234688,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,The victims of Typhoon Haiyan need your help. Help them with a donation at #ChurpForPH!
3979,404919798473031680,typhoonYolanda2013,typhoonYolanda2013,"['Volunteer', 'Hashtags']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,: Who's joining me today at the #allstarallout basketball game in #pasigcity to raise money for #YolandaPH victims
3980,404920536700321792,typhoonYolanda2013,typhoonYolanda2013,['Donations'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TOMS Shoes are positioned with Giving Partners responding to Typhoon Haiyan
3981,404920696075472896,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'Hashtags', 'ContinuingNews']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: 8 images from the front lines of emergency operation in Philippines. #Haiyan
3982,404938903557120001,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Starting #GivingTuesday early. I ran 8.063 4 's #Haiyan relief &amp; . Thx2 . #LifewayGives
3983,405028598723387393,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,": In the spirit of GIVING, we continue to help those in the #Philippines and are donating $10 on your behalf. JOIN US!"
3984,405081530860441600,typhoonYolanda2013,typhoonYolanda2013,['Advice'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": . had 24 pts tonight. He pledged $1,000 for each point towards typhoon relief in the Philippines."
3985,405113667618078720,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: Moving story - #Haiti farmers pull together to sow some hope in the #Philippines
3986,405116825903435776,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'ContinuingNews', 'Sentiment']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thank you!!! :( President Obama on Typhoon Haiyan: via
3987,405243242242768896,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'Advice']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: Don't miss the final #foreigncorrespondent for 2013. Into the hidden places hit by #TyphoonHaiyan and the stoicism of …
3988,405326369132797952,typhoonYolanda2013,typhoonYolanda2013,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""THAT'S WHAT ITS ALL ABOUT.WHEN YOU MAKE IT,GIVE BACK"".Alicia Keys visits typhoon refugees in Philippines"
3989,405344002016575488,typhoonYolanda2013,typhoonYolanda2013,"['Volunteer', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Sorting task earlier today #volunteernow #TyphoonHaiyan #YolandaPH
3990,405368026956333056,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: Truly outstanding! Your donations will reach those in need &amp; make a HUGE difference. #TyphoonAid #Philippines
3991,405388440633483265,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Thank you for your generosity and support for the Filipino people! #Philippines #Haiyan
3992,405400331523465216,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,: Born This Way (Country Road Version) is included on #SongsForThePhilippines to raise money for #Haiyan relief efforts http://…
3993,405471819219476480,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'ServiceAvailable', 'Hashtags', 'ContinuingNews']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,": We are #ThereafterHaiyan. Restoring water, delivering supplies &amp; keeping children safe. Be there for the #Philippines"
3994,405531722252431360,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'ContinuingNews', 'Sentiment']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: Amazing news! Donations to our appeal for the #philippines have reached $1.3m. Thanks so much! : #Haiy…
3995,405555248124944384,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,. Born This Way(Country Road Version)is included on #SongsForThePhilippines 2raise money for #Haiyan Relief
3996,405635229324288000,typhoonYolanda2013,typhoonYolanda2013,"['GoodsServices', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"156,000 lactating women need help after #Haiyan. What are we doing? Ask Humanitarian Response Chief Ugochi Daniels. Use #every1counts!"
3997,405640493172015104,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'Sentiment']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We did our part for the survivors of haiyan typhoon.. Ntg makes you feel better than giving a hand to…
3998,405672281768067072,typhoonYolanda2013,typhoonYolanda2013,['Advice'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/6 You can help the victims of the super typhoon by downloading ""Songs For The Philippines"""
3999,405755639382568960,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'ServiceAvailable', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,": Army helicopters arrive in #Philippines ""We have a tremendous amount to offer the aid effort."" http…"
4000,405773037376532480,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,: BC Liquor Stores accept donations for #Philippines typhoon relief:
4001,405964817695256577,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Typhoon Haiyan in the #Philippines also #destroyed livelihoods - Nov 28 2:41 AM ET
4002,406060410106679296,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Help children recover from trauma #Philippines Give $30 for 1 child and share for many more! #DT
4003,406065179021938689,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Help children recover from trauma #Philippines Give $30 for 1 child and share for many more! #DT
4004,406095260583231488,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,OpenMarket drives mobile donations for Disasters Emergency Committee Philippines Typhoon Appeal
4005,406254233084637185,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,: GUYS! Today is a day to give THANKS &amp; be GIVING. Contribute to #Haiyan relief efforts w/new remix of #Unconditionally http:/…
4006,406290148893016064,typhoonYolanda2013,typhoonYolanda2013,"['Volunteer', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,: Truly grateful to the volunteers that helped us out! #BangonVisayas #ReliefPH #YolandaPH
4007,406588997243138048,typhoonYolanda2013,typhoonYolanda2013,"['Volunteer', 'Hashtags']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Bloggers Unite Fundraising Giveaway Event | 8 winners with over $860 worth of prizes. Enter now! #ReliefPH
4008,406713979126300673,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'ServiceAvailable', 'Hashtags', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,reports: Aid agencies deliver relief to #Haiyan victims
4009,406757025277034496,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'Hashtags', 'ContinuingNews', 'Sentiment']",0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2 weeks since #Haiyan. Can the Philippines 'build back better' to lessen the impact of another #disaster?
4010,406812612366958592,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'Hashtags']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ballymena family moving to #Philippines to help #TyphoonHaiyan victims -
4011,406910167687909376,typhoonYolanda2013,typhoonYolanda2013,"['Donations', 'Hashtags']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,": Download ""Songs for the Philippines"" ft. 's ""I Would"" | Proceeds go to the #Haiyan relief efforts - http://…"
4012,407010919080660992,typhoonYolanda2013,typhoonYolanda2013,['Sentiment'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Galing siya sa Car show to support the Philippines typhoon relief effort. :( Goodbye, Brian O'Conner. Thank you, Paul Walke…"
4013,397915554066857985,typhoonYolanda2013,typhoonYolanda2013,"['FirstPartyObservation', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tropical storm Haiyan intensifies into typhoon; to enter PH Thursday morning | The Manila Times Online
4014,398046118547685376,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'Irrelevant']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Hoping for a no class tomorrow:) #bagyo #yolanda
4015,398069539570606080,typhoonYolanda2013,typhoonYolanda2013,"['ServiceAvailable', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,: For everyone in Cebu. Here are some numbers you might need. #YolandaPH
4016,398098136326864896,typhoonYolanda2013,typhoonYolanda2013,"['Sentiment', 'Irrelevant']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lord God, I am praying for the safety of all the people especially those who will be affected of Typhoon Yolanda bahala na po kayo BRO.AMEN!"
4017,398128108798083072,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status update for Typhoon Yolanda. Brace yourselves.
4018,398267045134880768,typhoonYolanda2013,typhoonYolanda2013,"['FirstPartyObservation', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,: Super Typhoon #Haiyan becomes strongest storm of 2013. Winds have increased to 280kph/170mph gusting to 330kph/205mph #C…
4019,398299307725430784,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": RT : #Philippines braces for super typhoon, the strongest this year"
4020,398341703767048192,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Powerful storm heads for Philippines: Authorities in the Philippines brace for the arrival of Typhoon Haiyan, ..."
4021,398388545754132480,typhoonYolanda2013,typhoonYolanda2013,"['FirstPartyObservation', 'EmergingThreats', 'Official', 'ContinuingNews']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"` Typhoon ""YOLANDA"" Tropical Cyclone Archive | Tropical Cyclone Warning for Shi...: ` Typhoon ""YOLANDA"" Tropi..."
4022,398391037145530368,typhoonYolanda2013,typhoonYolanda2013,"['SignificantEventChange', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: All classes pre-school to HS public and private will be suspended tom Nov8 in the Province of Cavite due to super typhoon …
4023,398428236431884289,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: #YolandaPH Storm signals as of Thursday evening |
4024,398482456195522560,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,#Haiyan Short Floater - Visible Imagery Loop
4025,398493835367833600,typhoonYolanda2013,typhoonYolanda2013,"['Hashtags', 'ContinuingNews']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: Most popular twitter accounts w/ Super #Typhoon #Haiyan #Yolanda =
4026,398507798172295168,typhoonYolanda2013,typhoonYolanda2013,"['MultimediaShare', 'Hashtags', 'ContinuingNews']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,: Incredible #surge threat RT Potential disaster in #Philippines w/ #Haiyan. At least 17 ft surge per #PAGASA ht…
4027,398522385969602560,typhoonYolanda2013,typhoonYolanda2013,"['FirstPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,: Super Typhoon Haiyan is one of strongest storms in world history. Set to assault Philippines. Details:
4028,398541633634836480,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Massive super-typhoon #Haiyan due to hit Philippines in a few hours. is ready in the strike zone
4029,398554862473842688,typhoonYolanda2013,typhoonYolanda2013,"['FirstPartyObservation', 'Official', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,: NEW detailed imagery of Super #Typhoon #Haiyan's eye: #SuomiNPP #Philippines
4030,398557123187339264,typhoonYolanda2013,typhoonYolanda2013,"['FirstPartyObservation', 'Weather', 'Hashtags', 'ContinuingNews']",0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,": Wow. RT Hours from landfall, a stunning view of #YolandaPH, among the strongest typhoons in history htt…"
4031,398570528182509568,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongest typhoon of the year slams Philippines
4032,398582515512119296,typhoonYolanda2013,typhoonYolanda2013,"['ThirdPartyObservation', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Super typhoon Haiyan aims at Philippines; 'significant loss of life' predicted
4033,398584667215265793,typhoonYolanda2013,typhoonYolanda2013,['Hashtags'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Good Morning #YolandaPH #keepsafe #stayathome
